_id	country	date	newspaper	_count.bevordering.LEMMAPATH2.PPMIno	_count.bevordering.LEMMAPATH2.PPMIselection	_count.bevordering.LEMMAPATH2.PPMIweight	_count.bevordering.LEMMAPATH3.PPMIno	_count.bevordering.LEMMAPATH3.PPMIselection	_count.bevordering.LEMMAPATH3.PPMIweight	_count.bevordering.LEMMAPATHweight.PPMIno	_count.bevordering.LEMMAPATHweight.PPMIselection	_count.bevordering.LEMMAPATHweight.PPMIweight	_count.bevordering.LEMMAREL1.PPMIno	_count.bevordering.LEMMAREL1.PPMIselection	_count.bevordering.LEMMAREL1.PPMIweight	_count.bevordering.LEMMAREL2.PPMIno	_count.bevordering.LEMMAREL2.PPMIselection	_count.bevordering.LEMMAREL2.PPMIweight	_count.bevordering.LEMMAREL3.PPMIno	_count.bevordering.LEMMAREL3.PPMIselection	_count.bevordering.LEMMAREL3.PPMIweight	_count.bevordering.bound10-10all.PPMIno	_count.bevordering.bound10-10all.PPMIselection	_count.bevordering.bound10-10all.PPMIweight	_count.bevordering.bound10-10lex.PPMIno	_count.bevordering.bound10-10lex.PPMIselection	_count.bevordering.bound10-10lex.PPMIweight	_count.bevordering.bound3-3all.PPMIno	_count.bevordering.bound3-3all.PPMIselection	_count.bevordering.bound3-3all.PPMIweight	_count.bevordering.bound3-3lex.PPMIno	_count.bevordering.bound3-3lex.PPMIselection	_count.bevordering.bound3-3lex.PPMIweight	_count.bevordering.bound5-5all.PPMIno	_count.bevordering.bound5-5all.PPMIselection	_count.bevordering.bound5-5all.PPMIweight	_count.bevordering.bound5-5lex.PPMIno	_count.bevordering.bound5-5lex.PPMIselection	_count.bevordering.bound5-5lex.PPMIweight	_count.bevordering.nobound10-10all.PPMIno	_count.bevordering.nobound10-10all.PPMIselection	_count.bevordering.nobound10-10all.PPMIweight	_count.bevordering.nobound10-10lex.PPMIno	_count.bevordering.nobound10-10lex.PPMIselection	_count.bevordering.nobound10-10lex.PPMIweight	_count.bevordering.nobound3-3all.PPMIno	_count.bevordering.nobound3-3all.PPMIselection	_count.bevordering.nobound3-3all.PPMIweight	_count.bevordering.nobound3-3lex.PPMIno	_count.bevordering.nobound3-3lex.PPMIselection	_count.bevordering.nobound3-3lex.PPMIweight	_count.bevordering.nobound5-5all.PPMIno	_count.bevordering.nobound5-5all.PPMIselection	_count.bevordering.nobound5-5all.PPMIweight	_count.bevordering.nobound5-5lex.PPMIno	_count.bevordering.nobound5-5lex.PPMIselection	_count.bevordering.nobound5-5lex.PPMIweight	_cws.bevordering.LEMMAPATH2.PPMIno	_cws.bevordering.LEMMAPATH2.PPMIselection	_cws.bevordering.LEMMAPATH2.PPMIweight	_cws.bevordering.LEMMAPATH3.PPMIno	_cws.bevordering.LEMMAPATH3.PPMIselection	_cws.bevordering.LEMMAPATH3.PPMIweight	_cws.bevordering.LEMMAPATHweight.PPMIno	_cws.bevordering.LEMMAPATHweight.PPMIselection	_cws.bevordering.LEMMAPATHweight.PPMIweight	_cws.bevordering.LEMMAREL1.PPMIno	_cws.bevordering.LEMMAREL1.PPMIselection	_cws.bevordering.LEMMAREL1.PPMIweight	_cws.bevordering.LEMMAREL2.PPMIno	_cws.bevordering.LEMMAREL2.PPMIselection	_cws.bevordering.LEMMAREL2.PPMIweight	_cws.bevordering.LEMMAREL3.PPMIno	_cws.bevordering.LEMMAREL3.PPMIselection	_cws.bevordering.LEMMAREL3.PPMIweight	_cws.bevordering.bound10-10all.PPMIno	_cws.bevordering.bound10-10all.PPMIselection	_cws.bevordering.bound10-10all.PPMIweight	_cws.bevordering.bound10-10lex.PPMIno	_cws.bevordering.bound10-10lex.PPMIselection	_cws.bevordering.bound10-10lex.PPMIweight	_cws.bevordering.bound3-3all.PPMIno	_cws.bevordering.bound3-3all.PPMIselection	_cws.bevordering.bound3-3all.PPMIweight	_cws.bevordering.bound3-3lex.PPMIno	_cws.bevordering.bound3-3lex.PPMIselection	_cws.bevordering.bound3-3lex.PPMIweight	_cws.bevordering.bound5-5all.PPMIno	_cws.bevordering.bound5-5all.PPMIselection	_cws.bevordering.bound5-5all.PPMIweight	_cws.bevordering.bound5-5lex.PPMIno	_cws.bevordering.bound5-5lex.PPMIselection	_cws.bevordering.bound5-5lex.PPMIweight	_cws.bevordering.nobound10-10all.PPMIno	_cws.bevordering.nobound10-10all.PPMIselection	_cws.bevordering.nobound10-10all.PPMIweight	_cws.bevordering.nobound10-10lex.PPMIno	_cws.bevordering.nobound10-10lex.PPMIselection	_cws.bevordering.nobound10-10lex.PPMIweight	_cws.bevordering.nobound3-3all.PPMIno	_cws.bevordering.nobound3-3all.PPMIselection	_cws.bevordering.nobound3-3all.PPMIweight	_cws.bevordering.nobound3-3lex.PPMIno	_cws.bevordering.nobound3-3lex.PPMIselection	_cws.bevordering.nobound3-3lex.PPMIweight	_cws.bevordering.nobound5-5all.PPMIno	_cws.bevordering.nobound5-5all.PPMIselection	_cws.bevordering.nobound5-5all.PPMIweight	_cws.bevordering.nobound5-5lex.PPMIno	_cws.bevordering.nobound5-5lex.PPMIselection	_cws.bevordering.nobound5-5lex.PPMIweight
bevordering/noun/het_laatste_nieuws_20000707_01_168/57	BE	2000-07-07	het_laatste_nieuws	3.0	3.0	3.0							2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3	3.0	3.0	2	2.0	2.0	3	3.0	3.0	2	2.0	2.0	3	3.0	3.0	2	2.0	2.0	18	5.0	5.0	9	3.0	3.0	5	4.0	4.0	3	3.0	3.0	8	4.0	4.0	6	3.0	3.0	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;volg/verb;verscheiden/adj	nadien/pp;volg/verb;verscheiden/adj							verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	volg/verb;verscheiden/adj	volg/verb;verscheiden/adj	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;volg/verb;verscheiden/adj	nadien/pp;volg/verb;verscheiden/adj	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;volg/verb;verscheiden/adj	nadien/pp;volg/verb;verscheiden/adj	verscheiden/adj;volg/verb	volg/verb;verscheiden/adj	volg/verb;verscheiden/adj	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;volg/verb	verscheiden/adj;volg/verb	volg/verb;verscheiden/adj	volg/verb;verscheiden/adj	1/noun;1974/noun;1998/noun;Antwerpen/name;Coenen/name;Omer/name;als/prep;hij/pron;in/prep;nadien/pp;oktober/noun;op/part;op/prep;opsteller/noun;tijdelijk/adj;verscheiden/adj;volg/verb;volg_op/verb	in/prep;nadien/pp;verscheiden/adj;1/noun;volg/verb	in/prep;nadien/pp;verscheiden/adj;1/noun;volg/verb	1/noun;1974/noun;1998/noun;oktober/noun;opsteller/noun;tijdelijk/adj;verscheiden/adj;volg/verb;volg_op/verb	verscheiden/adj;1/noun;volg/verb	verscheiden/adj;1/noun;volg/verb	1/noun;nadien/pp;op/prep;verscheiden/adj;volg/verb	nadien/pp;volg/verb;verscheiden/adj;1/noun	nadien/pp;volg/verb;verscheiden/adj;1/noun	1/noun;verscheiden/adj;volg/verb	volg/verb;verscheiden/adj;1/noun	volg/verb;verscheiden/adj;1/noun	1/noun;1998/noun;nadien/pp;oktober/noun;op/prep;opsteller/noun;verscheiden/adj;volg/verb	nadien/pp;verscheiden/adj;1/noun;volg/verb	nadien/pp;verscheiden/adj;1/noun;volg/verb	1/noun;1998/noun;oktober/noun;opsteller/noun;verscheiden/adj;volg/verb	verscheiden/adj;1/noun;volg/verb	verscheiden/adj;1/noun;volg/verb
bevordering/noun/volkskrant_20031129_55/40	NL	2003-11-29	volkskrant	4.0	2.0	2.0	6.0	3.0	3.0	6.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	2.0	4.0	2.0	2.0	6	3.0	3.0	3	1.0	1.0	3	3.0	3.0	1	1.0	1.0	3	3.0	3.0	1	1.0	1.0	10	4.0	4.0	5	1.0	1.0	3	3.0	3.0	1	1.0	1.0	3	3.0	3.0	1	1.0	1.0	de/det;over/prep;van/prep;vraag/verb	van/prep;de/det	van/prep;de/det	de/det;onderwerp/noun;openbaar/adj;over/prep;van/prep;vraag/verb	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	de/det;onderwerp/noun;openbaar/adj;over/prep;van/prep;vraag/verb	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	de/det;van/prep;vraag/verb	van/prep;de/det	van/prep;de/det	de/det;van/prep;vraag/verb	van/prep;de/det	van/prep;de/det	de/det;over/prep;van/prep;vraag/verb	van/prep;de/det	van/prep;de/det	de/det;het/det;onderwijs_systeem/noun;openbaar/adj;van/prep;volkshuisvesting/noun	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	onderwijs_systeem/noun;openbaar/adj;volkshuisvesting/noun	openbaar/adj	openbaar/adj	de/det;openbaar/adj;van/prep	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	openbaar/adj	openbaar/adj	openbaar/adj	de/det;openbaar/adj;van/prep	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	openbaar/adj	openbaar/adj	openbaar/adj	de/det;die/det;ding/noun;het/det;kan/verb;onderwijs_systeem/noun;openbaar/adj;van/prep;volkshuisvesting/noun;we/pron	van/prep;de/det;openbaar/adj;we/pron	van/prep;de/det;openbaar/adj;we/pron	ding/noun;kan/verb;onderwijs_systeem/noun;openbaar/adj;volkshuisvesting/noun	openbaar/adj	openbaar/adj	de/det;openbaar/adj;van/prep	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	openbaar/adj	openbaar/adj	openbaar/adj	de/det;openbaar/adj;van/prep	van/prep;de/det;openbaar/adj	van/prep;de/det;openbaar/adj	openbaar/adj	openbaar/adj	openbaar/adj
bevordering/noun/het_nieuwsblad_20020312_01_338/329	BE	2002-03-12	het_nieuwsblad	2.0	2.0	2.0	5.0	2.0	2.0	5.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	9	3.0	3.0	5	1.0	1.0	4	2.0	2.0	2			6	2.0	2.0	3			13	5.0	5.0	5	1.0	1.0	4	2.0	2.0	2			6	2.0	2.0	3			beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep;maand/noun;over/prep;weet/verb	in/prep;beslis/verb	in/prep;beslis/verb	beslis/verb;in/prep;maand/noun;over/prep;weet/verb	in/prep;beslis/verb	in/prep;beslis/verb	in/prep	in/prep	in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;in/prep	beslis/verb;die/det;dood/noun;in/prep;leven/noun;maand/noun;of/vg;over/prep;weet/verb	in/prep;of/vg;beslis/verb	in/prep;of/vg;beslis/verb	beslis/verb;dood/noun;leven/noun;maand/noun;weet/verb	beslis/verb	beslis/verb	dood/noun;in/prep;of/vg;weet/verb	of/vg;in/prep	of/vg;in/prep	dood/noun;weet/verb			dood/noun;in/prep;leven/noun;of/vg;over/prep;weet/verb	in/prep;of/vg	in/prep;of/vg	dood/noun;leven/noun;weet/verb			Braine/name;Eernegem/name;beslis/verb;die/det;dood/noun;en/vg;in/prep;leven/noun;maand/noun;of/vg;over/prep;tegen/prep;weet/verb	in/prep;Eernegem/name;of/vg;beslis/verb;en/vg	in/prep;Eernegem/name;of/vg;beslis/verb;en/vg	beslis/verb;dood/noun;leven/noun;maand/noun;weet/verb	beslis/verb	beslis/verb	dood/noun;in/prep;of/vg;weet/verb	of/vg;in/prep	of/vg;in/prep	dood/noun;weet/verb			dood/noun;in/prep;leven/noun;of/vg;over/prep;weet/verb	in/prep;of/vg	in/prep;of/vg	dood/noun;leven/noun;weet/verb		
bevordering/noun/het_nieuwsblad_20001204_01_219/1645	BE	2000-12-04	het_nieuwsblad																			0			0			0			0			0			0			11	10.0	10.0	1	1.0	1.0	3	3.0	3.0	1	1.0	1.0	5	5.0	5.0	1	1.0	1.0																																					0-10/name;6-4/name;7-3/name;A/name;B/name;Club/name;Kapellen/name;Mortsel/name;Sodipa/name;Sokah/name;giga_byte/noun	Mortsel/name;Club/name;6-4/name;Kapellen/name;7-3/name;Sodipa/name;A/name;giga_byte/noun;Sokah/name;B/name	Mortsel/name;Club/name;6-4/name;Kapellen/name;7-3/name;Sodipa/name;A/name;giga_byte/noun;Sokah/name;B/name	giga_byte/noun	giga_byte/noun	giga_byte/noun	6-4/name;B/name;giga_byte/noun	6-4/name;giga_byte/noun;B/name	6-4/name;giga_byte/noun;B/name	giga_byte/noun	giga_byte/noun	giga_byte/noun	6-4/name;A/name;B/name;Kapellen/name;giga_byte/noun	6-4/name;Kapellen/name;A/name;giga_byte/noun;B/name	6-4/name;Kapellen/name;A/name;giga_byte/noun;B/name	giga_byte/noun	giga_byte/noun	giga_byte/noun
bevordering/noun/parool_20000401_130/1371	NL	2000-04-01	parool	3.0	1.0	1.0	10.0	5.0	5.0	10.0	5.0	5.0	2.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	13	6.0	6.0	7	4.0	4.0	4	3.0	3.0	1	1.0	1.0	5	4.0	4.0	2	2.0	2.0	13	6.0	6.0	7	4.0	4.0	4	3.0	3.0	1	1.0	1.0	5	4.0	4.0	2	2.0	2.0	de/det;op/prep;werk_uit/verb	de/det	de/det	Landelijk/name;de/det;door/prep;gericht/adj;in/prep;op/prep;van/prep;voorstel/noun;werk_uit/verb;word/verb	voorstel/noun;in/prep;van/prep;de/det;gericht/adj	voorstel/noun;in/prep;van/prep;de/det;gericht/adj	Landelijk/name;de/det;door/prep;gericht/adj;in/prep;op/prep;van/prep;voorstel/noun;werk_uit/verb;word/verb	voorstel/noun;in/prep;van/prep;de/det;gericht/adj	voorstel/noun;in/prep;van/prep;de/det;gericht/adj	de/det;op/prep	de/det	de/det	de/det;op/prep;werk_uit/verb	de/det	de/det	de/det;op/prep;werk_uit/verb	de/det	de/det	achtergrond/noun;cultureel/adj;de/det;een/det;gericht/adj;het/det;integratie/noun;met/prep;op/prep;van/prep;verschil/adj;voorstel/noun;werk_uit/verb	voorstel/noun;integratie/noun;van/prep;de/det;gericht/adj;cultureel/adj	voorstel/noun;integratie/noun;van/prep;de/det;gericht/adj;cultureel/adj	achtergrond/noun;cultureel/adj;gericht/adj;integratie/noun;verschil/adj;voorstel/noun;werk_uit/verb	voorstel/noun;integratie/noun;gericht/adj;cultureel/adj	voorstel/noun;integratie/noun;gericht/adj;cultureel/adj	de/det;integratie/noun;op/prep;van/prep	van/prep;de/det;integratie/noun	van/prep;de/det;integratie/noun	integratie/noun	integratie/noun	integratie/noun	de/det;gericht/adj;integratie/noun;op/prep;van/prep	integratie/noun;van/prep;de/det;gericht/adj	integratie/noun;van/prep;de/det;gericht/adj	gericht/adj;integratie/noun	gericht/adj;integratie/noun	gericht/adj;integratie/noun	achtergrond/noun;cultureel/adj;de/det;een/det;gericht/adj;het/det;integratie/noun;met/prep;op/prep;van/prep;verschil/adj;voorstel/noun;werk_uit/verb	voorstel/noun;integratie/noun;van/prep;de/det;gericht/adj;cultureel/adj	voorstel/noun;integratie/noun;van/prep;de/det;gericht/adj;cultureel/adj	achtergrond/noun;cultureel/adj;gericht/adj;integratie/noun;verschil/adj;voorstel/noun;werk_uit/verb	voorstel/noun;integratie/noun;gericht/adj;cultureel/adj	voorstel/noun;integratie/noun;gericht/adj;cultureel/adj	de/det;integratie/noun;op/prep;van/prep	van/prep;de/det;integratie/noun	van/prep;de/det;integratie/noun	integratie/noun	integratie/noun	integratie/noun	de/det;gericht/adj;integratie/noun;op/prep;van/prep	integratie/noun;van/prep;de/det;gericht/adj	integratie/noun;van/prep;de/det;gericht/adj	gericht/adj;integratie/noun	integratie/noun;gericht/adj	integratie/noun;gericht/adj
bevordering/noun/parool_20040108_160/104	NL	2004-01-08	parool	0.0																		0			0			0			0			0			0			9	4.0	4.0	4	3.0	3.0	2	2.0	2.0	1	1.0	1.0	4	2.0	2.0	1	1.0	1.0																																					5,4/num;5,6/num;Lyceum/name;Montessori/name;het/det;ken/verb;procent/noun;voortijdig/adj;zogenaamd/adj	procent/noun;ken/verb;5,4/num;voortijdig/adj	procent/noun;ken/verb;5,4/num;voortijdig/adj	ken/verb;procent/noun;voortijdig/adj;zogenaamd/adj	procent/noun;ken/verb;voortijdig/adj	procent/noun;ken/verb;voortijdig/adj	5,4/num;procent/noun	5,4/num;procent/noun	5,4/num;procent/noun	procent/noun	procent/noun	procent/noun	5,4/num;Montessori/name;het/det;procent/noun	procent/noun;5,4/num	procent/noun;5,4/num	procent/noun	procent/noun	procent/noun
bevordering/noun/het_nieuwsblad_19990514_01_196/9	BE	1999-05-14	het_nieuwsblad	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2	2.0	2.0	1	1.0	1.0	2	2.0	2.0	1	1.0	1.0	2	2.0	2.0	1	1.0	1.0	8	6.0	6.0	4	3.0	3.0	2	2.0	2.0	1	1.0	1.0	3	3.0	3.0	1	1.0	1.0	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb	wenk/verb	wenk/verb	wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb	1/noun;Oudenaarde/name;een/det;kort/adj;na/prep;studie_ronde/noun;voor/prep;wenk/verb	Oudenaarde/name;na/prep;voor/prep;wenk/verb;kort/adj;1/noun	Oudenaarde/name;na/prep;voor/prep;wenk/verb;kort/adj;1/noun	1/noun;kort/adj;studie_ronde/noun;wenk/verb	wenk/verb;kort/adj;1/noun	wenk/verb;kort/adj;1/noun	voor/prep;wenk/verb	voor/prep;wenk/verb	voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb	Oudenaarde/name;voor/prep;wenk/verb	Oudenaarde/name;voor/prep;wenk/verb	Oudenaarde/name;voor/prep;wenk/verb	wenk/verb	wenk/verb	wenk/verb
bevordering/noun/de_standaard_20011221_01_44/109	BE	2001-12-21	de_standaard	7.0	7.0	7.0	14.0	11.0	11.0	14.0	11.0	11.0	2.0	2.0	2.0	5.0	5.0	5.0	5.0	5.0	5.0	9	6.0	6.0	6	3.0	3.0	5	5.0	5.0	2	2.0	2.0	6	6.0	6.0	3	3.0	3.0	14	9.0	9.0	9	4.0	4.0	5	5.0	5.0	2	2.0	2.0	6	6.0	6.0	3	3.0	3.0	de/det;en/vg;krijg/verb;leef_samen/verb;solidariteit/noun;van/prep;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;krijg/verb;en/vg;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;krijg/verb;en/vg;wereldvrede/noun	de/det;en/vg;ere_doctoraat/noun;het/det;in/prep;internationaal/adj;krijg/verb;leef_samen/verb;prins/noun;solidariteit/noun;tussen/prep;van/prep;voor/prep;wereldvrede/noun	voor/prep;in/prep;leef_samen/verb;wereldvrede/noun;tussen/prep;van/prep;de/det;internationaal/adj;solidariteit/noun;krijg/verb;en/vg	voor/prep;in/prep;leef_samen/verb;wereldvrede/noun;tussen/prep;van/prep;de/det;internationaal/adj;solidariteit/noun;krijg/verb;en/vg	de/det;en/vg;ere_doctoraat/noun;het/det;in/prep;internationaal/adj;krijg/verb;leef_samen/verb;prins/noun;solidariteit/noun;tussen/prep;van/prep;voor/prep;wereldvrede/noun	voor/prep;in/prep;leef_samen/verb;wereldvrede/noun;tussen/prep;van/prep;de/det;internationaal/adj;solidariteit/noun;krijg/verb;en/vg	voor/prep;in/prep;leef_samen/verb;wereldvrede/noun;tussen/prep;van/prep;de/det;internationaal/adj;solidariteit/noun;krijg/verb;en/vg	de/det;van/prep	van/prep;de/det	van/prep;de/det	de/det;leef_samen/verb;solidariteit/noun;van/prep;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;wereldvrede/noun	de/det;leef_samen/verb;solidariteit/noun;van/prep;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;wereldvrede/noun	van/prep;solidariteit/noun;leef_samen/verb;de/det;wereldvrede/noun	Vlaming/noun;Waal/noun;bijvoorbeeld/adv;de/det;en/vg;internationaal/adj;solidariteit/noun;van/prep;wereldvrede/noun	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	Vlaming/noun;Waal/noun;bijvoorbeeld/adv;internationaal/adj;solidariteit/noun;wereldvrede/noun	wereldvrede/noun;internationaal/adj;solidariteit/noun	wereldvrede/noun;internationaal/adj;solidariteit/noun	de/det;en/vg;solidariteit/noun;van/prep;wereldvrede/noun	van/prep;solidariteit/noun;de/det;en/vg;wereldvrede/noun	van/prep;solidariteit/noun;de/det;en/vg;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	de/det;en/vg;internationaal/adj;solidariteit/noun;van/prep;wereldvrede/noun	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	internationaal/adj;solidariteit/noun;wereldvrede/noun	solidariteit/noun;wereldvrede/noun;internationaal/adj	solidariteit/noun;wereldvrede/noun;internationaal/adj	Vlaming/noun;Waal/noun;bijvoorbeeld/adv;de/det;en/vg;ervaring/noun;hoe/adj;internationaal/adj;solidariteit/noun;uit/prep;van/prep;we/pron;weet/verb;wereldvrede/noun	uit/prep;ervaring/noun;wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;we/pron;en/vg	uit/prep;ervaring/noun;wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;we/pron;en/vg	Vlaming/noun;Waal/noun;bijvoorbeeld/adv;ervaring/noun;hoe/adj;internationaal/adj;solidariteit/noun;weet/verb;wereldvrede/noun	ervaring/noun;wereldvrede/noun;internationaal/adj;solidariteit/noun	ervaring/noun;wereldvrede/noun;internationaal/adj;solidariteit/noun	de/det;en/vg;solidariteit/noun;van/prep;wereldvrede/noun	van/prep;solidariteit/noun;de/det;en/vg;wereldvrede/noun	van/prep;solidariteit/noun;de/det;en/vg;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	solidariteit/noun;wereldvrede/noun	de/det;en/vg;internationaal/adj;solidariteit/noun;van/prep;wereldvrede/noun	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	wereldvrede/noun;van/prep;de/det;internationaal/adj;solidariteit/noun;en/vg	internationaal/adj;solidariteit/noun;wereldvrede/noun	wereldvrede/noun;internationaal/adj;solidariteit/noun	wereldvrede/noun;internationaal/adj;solidariteit/noun
bevordering/noun/het_laatste_nieuws_20001114_01_557/324	BE	2000-11-14	het_laatste_nieuws	2.0	2.0	2.0	6.0	5.0	5.0	6.0	5.0	5.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	8	6.0	6.0	4	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	4.0	4.0	2	2.0	2.0	17	12.0	12.0	8	5.0	5.0	5	4.0	4.0	2	2.0	2.0	9	7.0	7.0	3	3.0	3.0	loods/verb;naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	groen_wit/adj;in/prep;inwoner/noun;loods/verb;naar/prep;opnieuw/adv	groen_wit/adj;loods/verb;in/prep;opnieuw/adv;naar/prep	groen_wit/adj;loods/verb;in/prep;opnieuw/adv;naar/prep	groen_wit/adj;in/prep;inwoner/noun;loods/verb;naar/prep;opnieuw/adv	groen_wit/adj;loods/verb;in/prep;opnieuw/adv;naar/prep	groen_wit/adj;loods/verb;in/prep;opnieuw/adv;naar/prep	naar/prep	naar/prep	naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	loods/verb;naar/prep	Muizen/name;de/det;groen_wit/adj;inwoner/noun;loods/verb;naar/prep;opnieuw/adv;van/prep	groen_wit/adj;loods/verb;van/prep;opnieuw/adv;de/det;naar/prep	groen_wit/adj;loods/verb;van/prep;opnieuw/adv;de/det;naar/prep	groen_wit/adj;inwoner/noun;loods/verb;opnieuw/adv	groen_wit/adj;loods/verb;opnieuw/adv	groen_wit/adj;loods/verb;opnieuw/adv	groen_wit/adj;naar/prep;opnieuw/adv	opnieuw/adv;groen_wit/adj;naar/prep	opnieuw/adv;groen_wit/adj;naar/prep	groen_wit/adj;opnieuw/adv	opnieuw/adv;groen_wit/adj	opnieuw/adv;groen_wit/adj	Muizen/name;de/det;groen_wit/adj;naar/prep;opnieuw/adv	groen_wit/adj;opnieuw/adv;de/det;naar/prep	groen_wit/adj;opnieuw/adv;de/det;naar/prep	groen_wit/adj;opnieuw/adv	opnieuw/adv;groen_wit/adj	opnieuw/adv;groen_wit/adj	Diegem/name;Muizen/name;de/det;eerste/num;grijp/verb;groen_wit/adj;het/det;in/prep;inwoner/noun;jaar/noun;klasse/noun;loods/verb;maar/adv;naar/prep;opnieuw/adv;van/prep;vierde/num	eerste/num;groen_wit/adj;loods/verb;in/prep;jaar/noun;vierde/num;van/prep;klasse/noun;opnieuw/adv;de/det;Diegem/name;naar/prep	eerste/num;groen_wit/adj;loods/verb;in/prep;jaar/noun;vierde/num;van/prep;klasse/noun;opnieuw/adv;de/det;Diegem/name;naar/prep	grijp/verb;groen_wit/adj;inwoner/noun;jaar/noun;klasse/noun;loods/verb;maar/adv;opnieuw/adv	groen_wit/adj;loods/verb;jaar/noun;klasse/noun;opnieuw/adv	groen_wit/adj;loods/verb;jaar/noun;klasse/noun;opnieuw/adv	eerste/num;groen_wit/adj;het/det;naar/prep;opnieuw/adv	eerste/num;opnieuw/adv;groen_wit/adj;naar/prep	eerste/num;opnieuw/adv;groen_wit/adj;naar/prep	groen_wit/adj;opnieuw/adv	opnieuw/adv;groen_wit/adj	opnieuw/adv;groen_wit/adj	Muizen/name;de/det;eerste/num;groen_wit/adj;het/det;in/prep;jaar/noun;naar/prep;opnieuw/adv	eerste/num;groen_wit/adj;in/prep;jaar/noun;opnieuw/adv;de/det;naar/prep	eerste/num;groen_wit/adj;in/prep;jaar/noun;opnieuw/adv;de/det;naar/prep	groen_wit/adj;jaar/noun;opnieuw/adv	groen_wit/adj;jaar/noun;opnieuw/adv	groen_wit/adj;jaar/noun;opnieuw/adv
