cw	pmi_4	raw_4	pmi_10	raw_10	freq
gemakkelijkst/adj			3.6321247	1	219
gemeenschap/noun			-1.2018119	1	27738
gemeenschap_zin/noun			3.0785792	1	382
gemeenschapscentra/name			7.6319294	1	4
gemeente/noun	-0.7888857	3.0	-0.2261782	13	137741
gemeente_bestuur/noun	0.80784786	3.0	0.89162076	8	27735
gemeente_politie/noun	3.5210698	1.0	2.614898	1	612
gemeente_secretaris/noun	2.5358381	1.0	3.243455	5	1655
gemeentelijk/adj	-0.104488075	1.0	0.3803873	4	23008
gemeenteraad/noun	0.17962219	2.0	0.67100084	8	34792
gemeenteraad_zitting/noun	2.7091596	1.0	2.5021417	2	1377
gemengd/adj			-0.20068963	1	10257
gemiddeld/adj			-1.7775044	1	49323
gemist.D.L.Blankenberge/noun			9.018224	1	1
gemist/adj			0.7141992	1	4137
gemotiveerd/adj	1.2726009	1.0	0.36510217	1	5795
genaamd/prep			1.2294735	1	2437
genees_middel/noun			-0.026351107	1	8606
geneeskunde/noun	2.3310351	2.0	1.8317516	3	4038
geneeswijze/noun			2.7680557	1	527
geneigd/adj			0.5409885	1	4830
generaal-majoor/noun	4.348188	2.0	3.444835	2	539
generaal/adj			0.94017154	1	3283
generische/adj	3.5674822	1.0	2.6617692	1	584
geneugte/noun			2.380966	1	775
geniaal/adj			0.92849606	1	3303
geniet/verb			-1.6648145	1	44272
genoeg/adj			-0.7458378	1	17647
genoeg/adv	-0.060726244	3.0	-0.27575502	6	65921
genoeg/det	0.9405565	3.0	0.32086146	4	24195
genoegen/noun	0.76701826	1.0	0.5539253	2	9601
genoegzaam/adj	3.6508265	1.0	2.7401717	1	537
genoemd/adj	0.5927009	1.0	1.292735	5	11417
genootschap/noun	2.8551733	1.0	1.9469901	1	1190
georganiseerd/adj			0.80512226	3	11176
gepaard/adj	2.000447	3.0	1.0907973	3	8375
gepensioneerd/adj			0.1355199	1	7350
gepland/adj	1.2030997	2.0	0.29847768	2	12423
gepolitiseerde/adj	5.129072	1.0	4.215433	1	122
gepreek/verb			5.1132255	1	50
gepromoveerd/adj	4.8863134	6.0	4.268196	8	937
geraak/verb	1.1660172	5.0	0.95094156	10	32231
gerangschikt/adj	2.8541195	1.0	2.6398826	2	1189
gerecht/noun			-0.9424943	1	21576
gerechtigd/adj			3.3934846	1	279
gerechtigheid/noun	2.3537974	1.0	1.4502063	1	1976
gerechtvaardigd/adj			1.9487325	1	1186
gered/adj	3.1004655	1.0	2.934636	2	990
gereduceerd/adj	3.5349143	1.0	2.6284866	1	602
geregeld/adj			-0.9476937	1	21472
gericht/adj	2.7419376	11.0	2.1430056	15	14641
gering/adj	0.46190897	1.0	-0.44736317	1	13033
gerits/verb	5.4167542	1.0	4.504073	1	92
germanistiek/noun	6.988654	1.0	6.079062	1	19
gerommel/verb			2.578714	1	639
gerucht/noun			0.10760781	2	14987
gerucht_molen/noun			3.9693298	2	317
gerust/adj			-0.43221548	1	12857
geruststellend/adj			0.99068207	1	3108
geschenk_DIM/noun			2.7947552	1	514
geschied/verb			0.9408078	1	3266
geschiedenis/noun			-0.8023584	3	55948
geschikt/adj	-0.055108815	1.0	-0.96248627	1	21816
geschortst/noun			8.325077	1	2
geslaagd/adj			0.31882164	2	12226
gespaard/adj			1.8437485	2	2653
gesproken/adj			0.6837944	2	8431
geste/noun			1.8199282	1	1352
gesteld/adj	1.5783013	1.0	0.6699939	1	4266
gesterkt/adj			2.2405772	1	888
getransfereerd/verb			3.8019304	1	186
getuig/verb	0.40018937	1.0	-0.50709873	1	13879
getuigschift/noun			8.612759	2	3
gevaar/noun	-0.73293054	1.0	-0.94581884	2	43094
gevaar_zone/noun			2.7167501	2	1116
gevaarlijk/adj	-0.53394526	1.0	-0.052325536	4	35350
geval/noun	-1.295762	2.0	0.09861256	20	150886
geval/prep			1.6352909	2	3236
gevangene/noun			-0.49485463	1	13846
gevat/adj			1.2928276	1	2386
gevecht_voetbal/noun			4.315927	1	112
gevestigd/adj	1.7842019	3.0	0.8766846	3	10416
gevierd/adj	2.2998445	1.0	1.3962451	1	2082
gevoel/noun			-2.1536088	1	71743
gevoelig/adj			0.2950062	3	18629
gevolg/fixed			0.57230115	1	4693
gevolg/noun	-1.3931171	1.0	-0.3557387	7	83213
gevolg/prep			-0.6575911	1	16115
gevorderd/adj			1.578459	1	1740
gevreesd/adj	1.7773362	1.0	0.8715004	1	3501
gewaand/adj			2.4398065	1	732
gewag/noun			1.8816612	1	1262
gewapend/adj	1.1393579	2.0	0.64245605	3	13393
gewas/noun			1.1090466	1	2747
geweld/adj			2.3313024	1	821
geweld/noun			-1.696526	1	45785
gewend/adj	1.175801	1.0	0.26678896	1	6376
gewenst/adj	1.1046174	1.0	0.19866201	1	6855
gewest/noun			0.6669495	2	8594
gewestelijk/adj	3.8785365	5.0	3.3090985	7	2146
gewezen/adj			-0.23274966	1	10578
gewijzigd/adj			1.0555122	1	2913
gewin/noun	3.0665507	1.0	2.1601841	1	966
gewin/verb			-0.05916492	2	17789
gewonnen/fixed			1.5181644	1	1835
gewoon/adj	-1.4036617	2.0	-0.60539013	11	168179
gewoonte/noun	0.75013685	1.0	0.5355549	2	9751
gezamenlijk/adj			-0.9461847	1	21517
gezicht/noun			-0.35334846	4	47578
gezicht_ziekte/noun			9.018224	1	1
gezien/adj	0.12539408	1.0	0.31545886	3	18238
gezien/prep	0.74956536	2.0	1.2244387	8	19525
gezin/noun	-0.90542096	1.0	-1.1188387	2	51259
gezin_verplichting/noun			7.408786	1	5
gezond/adj	0.4054953	2.0	0.19437723	4	27640
gezondheid/noun	2.2025497	7.0	1.549327	9	16075
gezondheidszorg/noun	2.100256	5.0	1.6655464	8	12688
geëscaleerd/adj			3.9272382	1	166
geëvalueerd/adj			4.4596214	1	99
geïnstalleerd.Voorjaar/noun			9.018224	1	1
geïnteresseerd/adj			-0.4658543	1	13291
geïrriteerd/adj			1.3781008	1	2105
giga_byte/noun	3.6981924	2.0	2.788087	2	1025
gij/pron	2.024109	1.0	1.1179023	1	2741
gisteravond/adv	-0.54512745	1.0	-1.433229	1	35811
gisteren/adv	-2.0450644	2.0	-1.5546935	8	320152
glad/adj			0.48903295	1	5120
glas/noun			-0.19462582	2	20257
glip/verb	2.180973	1.0	1.2722259	1	2340
globaal/adj	1.4451743	1.0	0.53437036	1	4866
globalisering/noun	1.849456	1.0	1.6359751	2	3256
gloednieuw/adj	1.4415768	1.0	1.2293595	2	4906
gloeilamp/noun			2.9163368	1	455
glorie_jaar/noun			4.0463295	2	290
glunder/verb	1.8725531	1.0	0.9659274	1	3180
goal/noun	1.532653	5.0	1.416054	11	22399
goed/adj	0.0051872176	48.0	0.16923659	140	987502
goed/noun	-0.33366498	1.0	0.14677468	4	28880
goed/part	0.88757586	2.0	0.39073637	3	17081
goed/tag	0.9202134	1.0	0.008635888	1	8264
goede/fixed	1.094469	1.0	0.8826719	2	6943
goedgekeurd/adj			1.3118584	1	2303
goedkoop/adj	0.019822419	2.0	0.03219776	5	40669
goesting/noun			2.0494676	1	1079
gok/verb	1.5097986	1.0	0.6048258	1	4606
goochel/verb	2.9420314	1.0	2.035825	1	1100
gooi/verb			-1.5233433	1	38396
gouden/adj			-0.3464007	2	23861
gouvernementele/adj			4.691446	1	76
gouverneur/noun	1.3347695	2.0	1.8167874	8	10992
gouwgenoot/noun			3.7897925	1	188
graad/noun	-0.17224786	1.0	0.016754415	3	24629
graag/adj	0.94351286	11.0	0.6353647	20	88542
graan_oogst/noun			4.520639	1	91
gram/noun			0.18742506	2	13813
grandioos/adj			1.8086988	1	1373
gratis/adj	-1.0249895	1.0	-1.2283169	2	58478
greep/noun			-0.31905746	1	11487
grens/noun			-1.818327	1	51488
grens_bewaking/noun			3.5932739	1	229
grens_ploeg/noun			4.076403	2	284
grijp/verb	-0.1058099	1.0	0.37397084	4	23082
grijp_aan/verb			1.0278841	2	5944
grijp_in/verb			-0.7132676	1	17066
grijs/adj	0.42406592	1.0	-0.48304203	1	13567
grimas/noun			2.6431139	1	591
groei/noun	1.843192	13.0	1.3166405	19	42655
groei/verb	-0.18678515	2.0	-1.0921183	2	50009
groei_uit/verb	0.2592783	1.0	0.043200873	2	15930
groen/adj	-0.6992012	1.0	-0.9111044	2	41750
groen_wit/adj	3.2396147	1.0	3.0248861	2	809
groentje/noun	4.0145354	1.0	3.1086476	1	373
groep/noun	-0.6878019	4.0	0.15252802	23	164593
groep_DIM/noun			-0.51789963	1	13951
groep_geest/noun	4.02671	1.0	3.1201088	1	370
groep_gevoel/noun			2.9829817	1	422
groep_sfeer/noun			3.8032882	1	188
grond/noun			-1.3338497	2	63282
grond/prep	0.8294893	1.0	-0.08003901	1	9001
grond_reglement/noun	6.888571	1.0	6.671622	2	21
grond_wetgever/noun			5.7601275	1	26
grondbeginsel/noun			3.2368634	1	326
grondig/adj			-0.73919976	1	17483
grondslag/fixed			1.4253032	1	2004
groot/adj	-0.85029286	16.0	-0.41866726	61	774779
grootschalig/adj			0.12030237	1	7433
grootscheeps/adj	2.1865494	2.0	1.979243	4	4681
gros/noun			0.67439646	1	4229
gulden/noun	-1.8957865	1.0	-1.1891729	5	138860
gun/verb			0.327422	2	12091
gunste/UNKNOWN			6.3791666	1	14
gunstig/adj	0.86246043	2.0	0.64933354	4	17487
haak_DIM/noun			1.9512451	1	1184
haak_af/verb			0.39000377	2	11344
haal/verb	0.6331034	15.0	0.4182766	30	165164
haal_aan/verb			0.3334337	1	5973
haal_binnen/verb	1.0064346	2.0	1.0149946	5	15184
haal_uit/verb			-0.4824999	1	13593
haal_weg/verb			-0.05552326	1	8844
haalbaar/adj			-0.18539393	1	10092
haar/det	-1.5279517	6.0	-1.2837064	19	570905
haar/noun			-0.65291536	1	15996
hachje/noun	5.2854023	4.0	4.601675	5	419
hak_door/verb	1.5062624	1.0	0.6032628	1	4618
half/adj	-1.5990182	1.0	-1.4061812	3	102394
halfjaar/noun	0.99318457	1.0	0.09507238	1	7662
halfweg/prep			0.5963419	1	4577
halte/noun	1.8354768	1.0	0.9279748	1	3309
hamam/noun	5.9842563	1.0	5.0785856	1	52
hamer/verb			0.7879397	1	3780
hand/noun	-1.858383	1.0	-0.4628979	10	132538
hand_DIM/noun	1.5275581	1.0	1.3150356	2	4491
handbal_verbond/noun	5.8366675	1.0	4.9347715	1	61
handel/noun	2.210788	11.0	1.6156362	15	24981
handel/verb			-0.11627971	2	18783
handel_af/verb			0.67532456	1	4267
handel_barrière/noun			3.7345126	1	200
handel_kern/noun			4.963834	1	60
handel_natie/noun			4.691446	1	76
handel_vereniging/noun			4.6907854	1	77
handel_wetenschap_pen/noun			4.1724634	1	129
handelaar/noun			-0.8016347	1	18753
handelsbetrekking/noun	4.9554977	2.0	4.051889	2	293
handen/fixed			-0.28332964	2	22180
handhaaf/verb	3.5247812	19.0	2.7188547	21	11637
handhaven.Met/noun	9.933093	1.0	9.018224	1	1
handhaving/noun	4.4391747	9.0	3.8187604	12	2195
handicap/noun	0.90709645	1.0	1.3859136	4	8344
handlanger/noun	2.3281364	1.0	1.4216056	1	2016
handzaam/adj	3.0445209	1.0	3.9336154	6	995
hang/verb	-1.1274956	1.0	-0.24451283	6	63915
hang_af/verb	0.25316337	1.0	1.5396241	9	16019
hap_toe/verb			1.8450321	1	1319
hard/adj	-0.0035437793	5.0	-0.121518426	11	103806
hardop/adv			0.67706406	1	4228
hart/noun			-0.55765504	3	43809
hartelijk/adj	1.8481455	1.0	0.9435437	1	3273
hartverscheurend/adj			1.8840903	1	1276
havenstad/noun	2.0172887	1.0	1.111198	1	2752
heb/verb	-0.45949617	123.0	-0.21856317	387	4034811
heb_gelijk/verb			0.22768085	1	6683
heb_voor/verb	2.1206138	2.0	1.2099822	2	4956
hebzucht/noun	2.8989255	1.0	1.9934415	1	1142
hecht/verb	1.5250595	2.0	1.3083326	4	8992
heden/adv			1.0419548	1	2936
heden/noun			0.347383	1	5909
hedendaags/adj	0.22747749	1.0	-0.6803007	1	16486
heel/adj	-1.1136748	4.0	-0.4640127	19	251548
heel/adv	-0.80247295	6.0	-0.24442735	26	276441
heen/part	-0.56846476	1.0	-0.37976548	3	36490
heen/prefix			3.0697973	1	386
heenmatch/noun			1.5219045	1	1818
heenronde/noun	1.7179515	1.0	2.19728	4	3705
heenrondewedstrijd/noun			7.408786	1	5
heenwedstrijd/noun			2.5055873	3	2038
heer/noun			-0.94825256	1	21607
heet/verb	-0.9126476	1.0	-0.7203084	3	51708
heftig/adj			0.051625267	1	7919
hegemonie/noun	2.8686547	1.0	1.9618331	1	1176
hei_bloem/noun	6.6895247	1.0	5.803356	1	27
heibel/noun			2.0885603	1	1080
heilig/adj	1.3324018	3.0	0.71375066	4	16391
heimelijk/adj			1.5325079	1	1797
heisa/noun	2.0993445	1.0	1.1923995	1	2530
hek/noun	1.0180471	1.0	0.10975242	1	7471
hekkensluiter/noun	2.002977	1.0	2.4862535	4	2794
hel/noun	1.2534199	1.0	0.35151646	1	5927
helaas/adj	3.0905433	1.0	2.1826093	1	945
helaas/adv			-0.34327626	2	23544
held/noun			-0.6578579	1	16191
helder/adj	0.3828846	1.0	-0.5265581	1	14087
helemaal/adv	-1.2554784	2.0	-0.5536548	10	144941
helft/noun	-1.6279913	1.0	-0.9267045	5	105296
help/verb	-0.33446583	3.0	-1.2402264	3	87136
help_mee/verb	1.8805977	1.0	0.97221905	1	3151
hem/pron	-1.3015025	6.0	-0.67007256	28	455207
hemel/noun	0.4568372	1.0	-0.44901198	1	13123
hemelsbreed/adj			2.6455016	1	593
hen/pron	-0.9313158	3.0	-0.9935628	7	157140
her/adv			0.66875136	1	4261
her_aanleg/noun	1.3757422	1.0	0.4757139	1	5288
her_integratie/noun	5.890042	1.0	4.9804497	1	57
her_opbouw/noun			1.987897	1	1151
herbronning/noun			4.1000695	1	138
herdenk/verb			0.49224937	1	5258
herfst_titel/noun			4.2382603	1	123
herhaal/verb			0.39663464	3	16856
herinner/verb	-0.4808724	1.0	-0.293121	3	33432
herinnering/noun	-0.015965044	1.0	0.46165615	4	21012
herkansing/noun			2.2867584	2	1719
herkenbaarheid/noun	3.0035765	1.0	2.0939558	1	1025
herkomst/noun			0.26636973	1	6407
hernieuwbaar/adj	4.8535023	3.0	3.9454489	3	484
herover/verb	4.427109	7.0	3.6576655	8	1741
herpak/verb	1.813025	1.0	0.9089839	1	3387
herstel/noun	1.0190805	2.0	1.0317087	5	14996
herstel/verb			-1.2308124	1	28814
hervat/verb			0.90907913	3	10276
hervatting/noun			1.4988569	1	1865
hervorming/noun	0.30997288	1.0	1.0131171	5	15180
herwaardering/noun			1.7878056	1	1402
herzie/verb			0.750005	1	3979
het/adj	-0.0220309	8.0	0.036907423	21	169158
het/adv			0.07083396	1	7729
het/comp			0.21457653	7	46936
het/det	-0.23485193	445.0	-0.13136661	1223	11650779
het/fixed	-1.3485668	1.0	-0.86802465	4	79591
het/name	-0.09260091	1.0	-0.9967178	1	22669
het/noun	-0.14389586	32.0	0.043628864	96	764720
het/prep	1.1946526	7.0	1.1139005	16	43743
hetgeen/pron	1.1533242	1.0	0.93617696	2	6506
hetzelfde/adv	2.3677855	2.0	1.4575707	2	3867
hetzelfde/det	-0.019277757	3.0	-0.081494525	7	63184
hetzij/vg	2.399199	1.0	2.5853107	3	1871
heus/adj			-0.47583196	1	13401
hevel_over/verb			1.0935003	1	2794
hevigheid/noun			1.9376504	1	1205
hfo/noun	6.7707877	1.0	5.8719187	1	25
hier/adv	-1.4384751	3.0	-0.4507754	20	261019
hier/noun			-0.2952415	2	22412
hierbij/pp	0.6797173	1.0	-0.22805779	1	10497
hierover/pp			-0.15969142	1	9823
hiertoe/pp	1.9881579	1.0	2.1779804	3	2828
hiervan/pp	1.6391842	2.0	1.1376778	3	8029
hiervoor/pp			-0.5495217	1	14450
hij/pron	-0.6623884	60.0	-0.32993323	208	2403923
hijs/verb	1.870621	1.0	0.9631138	1	3199
hijzelf/pron			0.55691344	1	4761
historiek/adj	7.4481864	1.0	6.558635	1	16
historisch/adj			-1.4428159	1	35422
hoe/adj	-0.36140743	11.0	-0.30196652	29	327075
hoe/adv			-0.18016028	1	10017
hoedanigheid/noun			1.6608909	1	1576
hoedanook/noun			3.8294425	1	181
hoef/verb	-1.36243	1.0	-0.32349557	7	80808
hoek/noun			-0.58665377	2	29922
hoer/noun			1.0888274	1	2808
hoeveel/adj	1.4154001	3.0	1.1976639	6	15047
hoeveel/det			-0.7682241	1	18046
hoewel/comp	-0.48795038	2.0	-0.7069224	4	67582
hoewel/tag			0.5119198	1	4984
hoeymissen/noun			7.408786	1	5
hof/noun			-0.7674706	1	18026
hogergequoteerde/adj			6.820999	1	9
hogerop/adj	2.3886287	1.0	3.4315639	7	1901
hol/verb			2.1559107	2	1934
hol_in/verb			5.650928	1	29
holding/noun			0.78020245	1	3826
homeopathie/noun	3.8389592	1.0	2.9308813	1	447
homogeniteit/noun	4.5103483	1.0	3.5999038	1	228
honderd/num			-1.0966706	2	50287
honderdduizend/num			1.2923422	2	4612
honderden/noun	-0.47015774	1.0	-0.6832102	2	33298
honderdste/num			1.361532	1	2165
hoofd/noun	-0.3711414	3.0	-0.58608633	6	89877
hoofd_docent/noun	3.85316	1.0	2.9500299	1	439
hoofd_doel/noun	3.564263	2.0	2.6609883	2	1174
hoofd_doelstelling/noun			4.579108	1	85
hoofd_inspecteur/noun	3.7603493	2.0	2.8562257	2	969
hoofd_kantoor/noun			0.4660594	1	5252
hoofd_lijn/noun	2.6893122	1.0	1.7844797	1	1404
hoofd_maatschappelijk/noun			7.9196115	1	3
hoofd_mede_werker/noun			7.146422	2	13
hoofd_trainer/noun	2.279717	1.0	1.3795199	1	2117
hoofd_zorg/noun			5.7058578	1	28
hoofdcommissaris/noun	2.0081165	1.0	1.7971188	2	2796
hoofddoel/noun	4.1600957	1.0	3.2506845	1	323
hoofdpunt/noun			2.9292924	1	446
hoofdrol/noun	1.0327998	2.0	0.5320364	3	14761
hoofdtaak/noun			3.3268514	1	298
hoofdzakelijk/adj			0.5595288	1	4739
hoog/adj	0.4230597	21.0	0.59904283	62	284594
hoog_dag/noun			1.903861	1	1261
hoog_school/noun			0.44446135	1	5391
hoog_school_docent/noun	7.0708923	1.0	6.199826	1	18
hoog_vlieger/noun	3.337142	1.0	2.4345381	1	738
hoogcunjuctuur/noun			9.018224	1	1
hooggerechtshof/noun			1.879476	1	1309
hoogleraar/noun			0.42274955	3	16451
hoogstandje/noun			1.5356828	1	1794
hoogstverantwoordelijke/noun			6.938782	1	8
hoogte/noun			-0.96284485	1	21811
hoogtepunt/noun	0.78080577	2.0	1.1253877	7	18955
hoogwaardig/adj			1.4204513	1	2011
hooi_vorkindustrie/noun	9.933093	1.0	9.018224	1	1
hoop/noun			-0.0017909749	5	41946
hoop/verb	0.63707066	10.0	1.1397803	41	109441
hoor/verb	-1.0094033	3.0	-1.2253836	6	170287
hoor_thuis/verb	3.2849996	8.0	2.784892	12	6209
hopelijk/adj	1.5602036	3.0	1.1652601	5	13063
hopeloos/adj			0.50009114	1	5069
horeca_circuit/noun			7.072314	1	7
hospitaal/noun			1.4986942	1	1864
houd/verb	0.37997648	24.0	0.07929564	44	340614
houd_bezig/verb	1.5525907	5.0	0.9798226	7	21889
houd_in/verb	0.25631022	1.0	0.44396377	3	16002
houd_op/verb	-0.02814425	1.0	0.16437039	3	21309
houd_over/verb	0.48525283	1.0	-0.42329168	1	12732
houd_stand/verb	1.2935054	1.0	0.3875681	1	5692
houd_tegen/verb	1.1967243	2.0	0.69527507	3	12559
houder/noun			1.5304341	1	1806
houvast/noun			1.2224745	1	2458
huid/noun			-0.25822252	1	10793
huidig/adj			-0.37643248	7	84893
huis/fixed	1.0822711	1.0	1.964595	6	7001
huis/noun	-2.0427978	1.0	-1.563203	4	159560
huis_arts/noun			1.0196869	5	15247
huis_baksteen/noun			7.9196115	1	3
huis_werk/noun			0.9560117	1	3235
huishouden_verband/noun			9.018224	1	1
huishouding/noun			2.2493858	1	878
huiskamer/name			6.6203284	1	11
huiswaarts/adj			1.731587	1	1485
huiver/verb			1.9815478	1	1156
hulde/noun			2.1817768	2	1964
huldig/verb			1.8511732	3	4091
hulp/noun	-0.7538734	1.0	-0.049633134	5	44000
hulp_betoon/noun	7.294036	1.0	6.3791666	1	14
hulp_trainer/noun			2.5154588	3	2037
hulp_trainer_schap/noun			7.101301	1	7
hulpverlener-ambulancier/noun			6.9900756	1	8
humanitair/adj	1.8368468	2.0	1.6236309	4	6594
hun/det	-0.4462092	28.0	-0.5431023	63	902917
hunker/verb	3.504988	2.0	3.0067933	3	1251
huur_basis/noun			2.6791883	1	583
huur_sector/noun			4.0648646	1	142
huur_subsidie/noun			2.5608656	2	1298
huur_woning/noun			1.6842699	2	3123
huurder/noun			0.2828032	1	6342
huwelijk/noun	-0.34298325	1.0	-1.2483934	1	29196
hygiëne/noun	2.3008132	1.0	1.3939223	1	2075
hypotheek_garantie/noun			5.0218596	1	56
hypotheek_schuld/noun			3.5884397	1	232
hé/tag			-0.15256451	1	9722
ict-school/name			9.018224	1	1
ideaal/adj	0.52417356	2.0	0.31006742	4	24493
ideaal/noun			0.7458768	2	7900
idee/noun			-1.2286086	3	85313
identiek/adj			0.60714704	1	4528
identiteit/noun			-0.551583	1	14481
ideologie/noun			0.8010148	1	3732
ieder/det	-0.6457148	2.0	0.054871608	10	78886
iedereen/pron	-0.14822069	7.0	0.13269454	23	168069
iemand/noun	-1.6952659	1.0	-1.2189136	4	112501
iets/noun	-1.7808268	2.0	-0.4921153	18	244998
ijskast/noun	2.568388	1.0	1.6616567	1	1594
ijver/verb	2.4293213	2.0	1.9268146	3	3661
ik/pron	0.057420507	132.0	0.30210233	419	2577275
ikzelf/pron			0.3972925	1	5569
illegaal/noun	0.58032054	1.0	-0.31851122	1	11730
illuster/adj			1.6420913	1	1612
illustreer/verb			0.20240869	1	6783
imago/noun	1.226658	3.0	0.6077004	4	18202
imkers/noun			3.7114425	1	207
immer/adv			0.9119205	1	3345
immers/adv	0.46901703	6.0	0.5392344	16	77400
immers/comp			1.197042	1	2508
immigrant/noun	1.0469779	1.0	1.2387011	3	7271
immigratie/noun	2.5438766	2.0	1.6364107	2	3259
immoreel/adj	3.1610146	1.0	2.2554367	1	878
impact/noun			0.27700755	1	6294
imperialisme/noun			2.5430994	1	653
implementatie/noun			3.0243871	1	405
imponeer/verb	2.3419254	1.0	1.435129	1	1994
import/noun	2.5361829	2.0	2.0366917	3	3276
impuls/noun			-0.040409476	1	8665
in/adj	-0.7846496	2.0	-0.59244674	6	90594
in/adv	-0.78032404	1.0	-0.5903097	3	45035
in/comp	0.76191604	2.0	1.2369132	8	19273
in/fixed	-0.45750344	6.0	-0.44664758	15	195873
in/part	-0.4082926	9.0	0.043579455	35	279990
in/prep	0.989203	1233.0	0.508496	1885	9492181
in/verb	0.5557353	1.0	0.7472254	3	11933
in_haal_match/noun			3.6953359	2	418
in_haal_wedstrijd/noun			3.1082406	2	751
in_huldig/verb			2.3005402	1	844
in_naar/adj			8.325077	1	2
inbegrepen/adj			2.4864721	1	705
inbreng/noun			0.2641815	1	6379
inbreuk/noun			0.58212143	1	4650
inburgering/noun			1.7246281	1	1506
incasseer/verb			0.028548896	1	8121
incassert/name			9.018224	1	1
indachtig/prep	3.3374834	1.0	2.4257274	1	734
indeling/noun			1.3983525	1	2057
inderdaad/adv	0.39366943	4.0	0.8048268	15	55695
indexeren/verb			4.867972	1	64
indien/comp	1.3275286	4.0	2.1210654	22	21893
indirect/adj	1.5037754	1.0	1.288137	2	4588
individu/noun			0.07530556	1	7701
individueel/adj	1.2266287	4.0	1.0109463	8	24229
indruk/noun	-0.85526925	1.0	-0.3786593	4	48582
industrie/noun			0.08125843	2	15442
industrieel/adj			-0.3226095	1	11591
industrieterrein/noun			0.88695794	1	3460
ineens/adv			-0.8612271	1	19693
inenting_programma/noun			5.966584	1	22
infectie_kans/noun	7.368144	1.0	6.476622	1	13
info/noun			-1.6146041	1	43657
informatie-/noun	3.587457	1.0	2.6863663	1	572
informatie/noun	-0.09412263	3.0	-0.71060294	4	68182
informatie_technologie/noun	2.8909163	1.0	1.9822513	1	1150
informeer/verb			-0.38569114	1	12306
infrastructureel/adj	3.2263837	1.0	2.3202026	1	820
infrastructuur/noun	2.0802774	4.0	1.7313719	7	10321
ingang/noun			0.39304662	2	11299
ingang/prep			1.2381924	1	2519
ingebakken/adj	3.972249	2.0	3.0638773	2	779
ingenieur/noun			0.17564107	1	6998
ingevoerd/adj			2.4236736	2	1482
initiatief/noun	-0.7088345	1.0	0.46135578	8	41957
initiatief/prep			1.2759955	1	2353
initiatiefnemer/noun	1.1586642	1.0	0.24924527	1	6486
inititiafwet/noun	9.933093	1.0	9.018224	1	1
inkomen/noun	0.039554987	1.0	0.22957456	3	19874
inkomen_beleid/noun			4.207667	1	124
inkomen_gebouw/noun			6.4885035	1	13
inkomen_verschil/noun			3.3519702	1	291
inkrimping/noun			1.8062613	1	1372
inleiding/noun			0.77013963	1	3859
inmiddels/adv	-1.4388748	1.0	-1.6540209	2	87135
inner/noun			4.4872384	2	187
innovatie/noun	3.1288946	3.0	2.7312207	5	2715
inpassingen/noun			7.9196115	1	3
inschalingsvoorstellen/noun			9.018224	1	1
insider/noun			2.6539466	4	2342
inslag/noun			1.0037559	1	3054
inspanning/noun	0.049604304	1.0	1.2193778	8	19650
inspecteur/noun	2.4738083	4.0	1.9714243	6	6987
inspectie/noun			0.05059223	1	7948
inspireer/verb			-0.17037177	1	9888
inspraak/noun	2.3844714	2.0	1.4824868	2	3835
installatie/noun			-0.2991576	1	11230
instandhouding/noun	4.930826	3.0	4.308694	4	447
instantie/noun	0.63965905	2.0	0.42294067	4	21773
instap/noun			3.1253374	1	364
instelling/noun	0.17142487	2.0	0.51631117	7	34842
institutie/noun			1.9462686	1	1189
instituut/noun	0.60033613	1.0	0.3860605	2	11355
instroom/noun	2.3452759	1.0	1.4376518	1	1980
instrument/noun			0.17847992	2	13903
intact/adj			1.5579206	2	3519
integendeel/adv			-0.4676779	1	13256
integer/adj	2.397196	1.0	1.493285	1	1882
integratie/noun	3.0436978	13.0	2.2798147	15	12833
integriteit/noun	1.7574049	1.0	0.8492699	1	3565
integriteit_beoordeling/noun	9.933093	12.0	9.018224	12	12
integriteit_vraagstuk/noun	7.987183	1.0	7.072314	1	7
intellectueel/adj			0.94121146	2	6485
intellectueel/noun			0.3968779	1	5609
intensief/adj	0.47048748	1.0	-0.4369628	1	12908
intentie/noun	1.5622272	1.0	0.6524119	1	4328
interactie/noun	3.1652467	2.0	2.658823	3	1741
interculturele/adj	4.386452	1.0	3.4816773	1	257
interessant/adj	0.16205192	2.0	-0.053632844	4	35172
interesse/noun	0.10773613	1.0	0.810604	5	18598
interesseer/verb	0.92885494	2.0	0.42473963	3	16321
intern/adj	1.1830966	3.0	0.5634328	4	18999
internationaal/adj	1.6657345	27.0	1.2933432	46	105805
internet/noun			-1.7836756	1	50256
internet_bedrijf/noun			0.78310186	1	3901
internet_economie/noun	4.6211195	1.0	3.718907	1	205
internet_gebruik/noun			2.938405	1	448
interpretatie/noun	1.0957024	1.0	0.18487051	1	6903
interpreteer/verb			0.54789174	1	4803
interprovinciale/adj	4.5560803	1.0	5.4437737	6	217
introduceer/verb			-0.06616769	1	8952
intussen/adv	0.49080813	4.0	0.49563527	10	50529
invaller/noun	0.7998904	1.0	0.5862237	2	9320
invaller_bank/noun			3.8768528	1	173
invaller_voet_bal/noun			7.2264643	1	6
investeer/verb	-0.38174212	1.0	-0.59416074	2	30441
investeerder/noun			-0.14820638	1	9698
investering/noun	1.6739725	7.0	1.1233244	10	27153
invloed/noun	0.54668343	3.0	0.6191937	8	35857
