cw	pmi_4	raw_4	pmi_10	raw_10	freq
KERNEN/name	8.611338	1.0	7.73729	1	4
KFC/name			1.9619409	2	2446
KLASSE/name	2.5714796	1.0	2.8383453	3	1822
KLIMMERS/name			8.403038	1	2
KM/name	3.2709188	1.0	2.383459	1	813
KMS/name			2.7497907	1	627
KNMG/name	6.0841284	9.0	5.6252747	14	429
KNOKKE-DIKSMUIDE/noun	9.933093	1.0	9.018224	1	1
KNZB/name			3.4096682	1	280
KORT/name	3.2483253	1.0	2.4214194	1	1077
KPMG/name			0.81076753	1	3736
KRB/name			6.221705	4	67
KSC/name	4.812856	1.0	3.9186623	1	169
KSD/name			3.839535	1	197
KSK/name			4.32205	11	1258
KSV/name	2.8012948	1.0	2.594693	2	1280
KSVO/name	6.259962	1.0	5.3546624	1	42
KTH/name			2.651324	1	665
KUG/name			4.6689143	2	185
KV/name			0.24899265	2	13815
KVGO/name	5.426363	1.0	4.5234265	1	92
KVK/name	3.4513247	4.0	3.3743684	9	2895
KVO/name	2.8912442	1.0	2.6941786	2	1169
KWIK/name			3.9427376	1	169
Kabinet-Anciaux/name			7.286568	1	6
Kachtem/name			2.179926	1	951
Kalkan/noun			4.5431623	1	90
Kalmthout/name	2.9164274	2.0	2.7159255	4	2253
Kamer/name	-1.0795488	1.0	-0.18811515	6	61301
Kampenhout/name	2.5471258	2.0	2.7531128	6	3281
Kapellen/name	2.325422	3.0	1.941739	5	6126
Kardinaal/name			3.8379865	2	363
Karremans/name	4.927303	5.0	4.204077	6	753
Kasteel/name	2.206991	1.0	1.3051318	1	2313
Kastel/name			3.8720384	2	351
Kastel0000000/num			9.018224	1	1
Kasterlee/name	2.9777985	2.0	2.4898763	3	2129
Katelijne/name			2.6474385	3	1795
Katelijne/noun			3.1987345	1	364
Kauwenberghs/name			7.6319294	1	4
Keiem-Packo/name	9.933093	1.0	9.018224	1	1
Kelmis/name	4.6027927	2.0	4.1049566	3	416
Kempenaars/noun			4.127875	1	142
Kenis/name			2.6325238	1	603
Kerckhove/name			1.8374307	1	1339
Kerksken-Charleroi/name			7.9196115	1	3
Kerksken-Kokejane/noun	8.546799	1.0	7.6319294	1	4
Kerksken/name	2.578651	1.0	1.676578	1	1586
Kerksken15/name	9.933093	1.0	9.018224	1	1
Kerksken_Bever/name			7.9196115	1	3
Kerksken_Galmaarden/name			9.018224	1	1
Kerksken_Sirault/name			8.325077	1	2
Kermt-Hasselt/name			4.6994033	2	163
Kermt_Hasselt/name	3.1051931	1.0	4.1490426	7	936
Kersbeek/name			3.0954397	1	386
Kevin/name	0.794692	2.0	0.80671114	5	18828
Keyser/name			1.2876098	1	2344
Kim/name			-0.96416265	1	22235
Kimbell/name			7.2432714	1	6
Kimpe/name			2.721575	1	552
Kinetisch-Konstruktief/name			9.018224	1	1
Kinnock/name			3.0987926	1	375
Kint/name			4.3703775	5	531
Kissinger/name			2.2788873	1	867
Klakmolen-Keiem/noun			9.018224	1	1
Klasse/name			2.3913736	1	800
Klav/name			7.1049848	2	14
Kmart/name			3.4724607	1	265
Knevels/name			3.7596874	1	199
Knicks/name			2.431225	1	745
Knokke/name	3.0429716	6.0	2.4326127	8	5948
Kobelco/name			4.442139	3	294
Kobelco/noun	7.225043	1.0	6.3235965	1	15
Koen/name	-0.13180079	1.0	0.35227886	4	23895
Koenders/name			2.337432	1	805
Koggeschip/name			7.072314	1	7
Kok/name			-1.2000725	1	28080
Kokejane-Bever/name			8.325077	1	2
Kokejane-Halle/name			8.325077	1	2
Kokejane-Herne/name	8.834481	1.0	7.9196115	1	3
Kokejane-Horrues/name	9.933093	1.0	9.018224	1	1
Kokejane-Isières/name			9.018224	1	1
Kokejane-Isières/noun			9.018224	1	1
Kokejane-Ladeuze/name	9.933093	1.0	9.018224	1	1
Kokejane-Montroeul/name			9.018224	1	1
Kokejane-Oppuurs/noun			9.018224	1	1
Kokejane/name	4.6192718	1.0	5.521716	6	205
Kokejane/noun	5.48604	1.0	6.6698294	8	89
Koksijde/name	1.0141418	1.0	1.218177	3	7559
Koninklijk/name			0.79685247	2	7607
Koninklijke/name	3.1731765	16.0	2.3929715	18	14013
Koninkrijksrelaties/name			3.206185	1	343
Koninlijke/name	6.8307514	1.0	5.9294567	1	24
Kontich/name	4.016738	11.0	4.1572742	31	4140
Kontich17/name	9.933093	1.0	9.018224	1	1
Kop/name	3.0530946	1.0	2.1483781	1	979
Kortemark/name	2.0087948	1.0	1.1163284	1	2796
Kortessem/name	2.8258724	1.0	2.6217945	2	1233
Kortrijk/name	0.42460385	2.0	0.4496287	5	27300
Kosova/name	5.261823	3.0	4.351645	3	321
Kosova/noun			4.5580792	1	87
Kosovo/name	-0.36494175	1.0	-1.2666136	1	29911
Kosovo_oorlog/noun			2.3631697	1	790
Kosovo_veteraan/noun			7.9364185	1	3
Kossih/name			3.9664466	1	158
Krachtlijnen/name			7.4813566	1	6
Kramer/name			1.4824468	1	1917
Krawaten/name			6.945052	1	8
Kreemers/name			3.8336353	1	180
Krevelen/name	6.4346933	2.0	5.5400653	2	67
Kris/name	0.24053504	1.0	-0.66232324	1	16411
Kristof/name			0.6644363	3	13016
Kroon/name			1.0745476	1	2863
Kruizen/name	9.239946	1.0	8.325077	1	2
Kruys/name			3.0900986	1	385
Kuiper/name			0.8937178	1	3439
Kunst/name			-0.096348695	1	9379
Kurt/name			-0.7941566	1	19364
Kuurne/name			1.8454157	3	4096
Kwanten/name			4.1514587	1	132
Kwik/name			3.0738509	1	390
Köhler/name			1.8571063	2	2624
L.O./noun			6.4532747	1	13
LAD/name			4.908991	1	61
LAGERE/name	6.679816	1.0	5.8277473	1	28
LANAKEN/name	4.379649	1.0	3.4801025	1	262
LANGENBERGH/name			3.9907315	1	154
LEBBEKE/name			2.8056178	1	519
LEON/name			5.046989	1	59
LGK/name			4.3937416	1	190
LPF_leider/noun	4.835134	2.0	3.958481	2	352
LUC/name			3.7841785	2	427
LVV/name	5.348126	1.0	5.536984	3	99
La/name			-1.3717464	1	33166
Labris/name			7.072314	1	7
Lacroix/name			2.3321133	1	816
Ladeuze--Opstal/name	9.933093	1.0	9.018224	1	1
Ladeuze-Bouvignies/name	9.933093	1.0	9.018224	1	1
Ladeuze/name	6.4569945	3.0	6.244074	6	98
Ladeuze_Halle/name			8.325077	1	2
Ladeuze_Isières/name	9.933093	1.0	9.018224	1	1
Ladeuze_Kerksken/name			9.018224	2	2
Laeremans/name			1.7285793	1	1485
Laethems/det			7.6319294	1	4
Laeveren/name			3.5769973	2	471
Lagere/name			3.9122784	1	168
Laken/name			1.0421265	1	2988
Lallo/name			3.5045936	1	256
Lambert/name	1.9912198	1.0	1.0867416	1	2837
Lampo/name			3.4232337	2	546
Lanaken/name	1.5734022	1.0	2.628139	7	4346
Lanakense/adj			4.1297565	1	137
Landbouw/name			-0.19626784	1	10316
Landeghem/name			2.0383341	1	1092
Landmacht/name			2.6315129	1	606
Landsheer/name			4.587407	1	85
Langenbergh/name			4.2706866	1	117
Langmans/name			3.3392465	1	297
Laridon/name			3.2868261	1	321
Laroes/det	9.239946	1.0	8.325077	1	2
Laroes/name	4.422188	1.0	4.2137933	2	252
Latem/name			2.371379	2	1584
Laureaten/name			5.8719187	1	27
Laurent/name			-0.3471739	1	11989
Lauryssen/name			4.812785	1	68
Lauwe/name	2.86588	3.0	2.2528677	4	3545
Lauwerijsen/name			7.2264643	1	6
Lauweryssen/noun	8.323655	1.0	7.408786	1	5
Lauwse/adj			4.6163945	1	86
League/name			-0.3431301	2	23711
Lebbeke/name	2.4625843	4.0	2.8218524	14	7110
Lebeke-Aalst/name			3.5051985	2	514
Leemans/name	2.0747423	1.0	1.8613065	2	2601
Leest/name	2.635071	1.0	2.425796	2	1490
Leeuw-Leopoldsburg/name			7.9196115	1	3
Leeuw/name	1.2641988	2.0	2.0664475	11	11755
Leeuwarder/adj			3.249278	1	331
Leeuwen/name			0.7039428	1	4182
Leman/name			2.1459923	1	991
Lembeek/name	2.5747402	1.0	1.6812544	1	1596
Lemmens/name			0.9353738	1	3308
Lenaarts/name			4.0810556	2	281
Lennik/name			1.0054685	2	6266
Lentezon/name			2.5379493	1	661
Leo/name			-0.50764227	1	14074
Leon/name	1.2247427	1.0	0.3205525	1	6136
Leone/name			0.8215528	1	3717
Leopoldsburg/name	1.8191051	1.0	2.0223355	3	3381
Leroy/name			1.727931	1	1497
Leuven/name	0.40779004	3.0	0.81691396	11	41696
Leuvense/adj	0.80538744	1.0	0.6013705	2	9319
Leuvensestraat/name			3.9250875	1	168
Leven/name			1.6311955	1	1659
Levillez/name	8.023551	1.0	7.131154	1	7
Leys/name	2.6548958	1.0	1.7548943	1	1461
Leysen/name			1.081796	1	2860
Leyssen/name			4.948343	1	59
Lhasa/name	4.52929	1.0	3.6234605	1	223
Libeer/name			4.5927787	1	86
Liedekerke/name			2.4174523	4	3092
Lieven/name			0.3735966	1	6122
Lignac/name			4.7597785	1	72
Lijn/name			-0.11302998	1	9483
Lille/name	2.5441213	3.0	2.9456508	11	4911
Limburgs/adj	3.0498185	15.0	2.2726762	17	14823
Limburgs/name			2.0469306	1	1087
Limpens/name	4.5423107	1.0	3.6399407	1	222
Linden/name			0.42950106	1	5469
Lipinski/name			4.118148	1	136
Locatie/name			5.6338334	1	31
Lodelinsart-Dave/name	9.933093	1.0	9.018224	1	1
Lodewijckx/name			2.3619473	1	794
Loenhout/name	3.7936127	2.0	3.811145	5	936
Lokeren/name			-0.76069486	1	18259
Lombeek-Liedekerke/name			2.7339032	1	556
Lombeek-Liedekerke/noun	5.071345	1.0	4.1724634	1	133
Lombeek/name			3.6497588	3	654
Lombeek/noun	6.1264305	1.0	5.211561	1	45
Lommel/name			-0.41231972	1	12894
Londerzeel/name	2.781216	4.0	3.063573	13	5182
Londerzeelse/adj	3.8675654	1.0	2.9727447	1	435
Looi/name			2.9901865	1	419
Loon/name			1.2260401	1	2475
Lostraat/noun			4.085911	1	140
Lovendegem/name			1.9188157	3	3758
Lubbeek/name			1.4541152	1	2001
Lubko/name			8.325077	1	2
Lubko/noun			7.146422	1	7
Luc/name			-0.47206876	3	40730
Lucien/name	1.7022496	1.0	1.4912372	2	3795
Ludwig/name			1.0387822	1	2979
Luik/name	0.439898	1.0	0.6368046	3	13368
Lummen/name	2.5150626	2.0	2.0260968	3	3373
Lumumba/name	2.5225194	1.0	1.6163824	1	1665
Luxemburg/name			-0.13729592	1	9626
Lyceum/name			3.211985	3	1027
Lycke/name			3.8420742	1	180
Lyra/name	2.2484818	1.0	1.3453497	1	2195
Léo/name	4.934193	1.0	4.040112	1	151
Léon/name			1.8586599	1	1327
M./name	-0.12478785	1.0	-0.33715144	2	23495
MAASMECHELEN/name			3.1483622	1	379
MANNEN/name			2.295564	2	1741
MARC/name	3.2659774	1.0	2.3800488	1	841
MARIO/name			4.669237	1	93
MEDIA/name			4.387386	1	136
MEUX/name			9.018224	1	1
MG/name	3.5092378	1.0	2.6297464	1	716
MOL-WEZEL/name			5.684235	1	29
MOLEBEERSEL/name			9.018224	1	1
MOORTHAMER/name			5.1820025	1	52
MORGEN/name			3.5330122	1	327
MRA/name	3.9344668	1.0	3.7620316	2	667
MULDERS/name	6.137604	1.0	5.2294993	1	50
MWM/name			2.8002217	1	617
Maarten/name			-0.43675926	1	13200
Maaseik/name	2.3940794	5.0	2.2877593	11	9548
Maaslanders/noun	5.020438	2.0	4.112394	2	273
Maaslandse/adj	4.587773	1.0	3.6835747	1	212
Maasmechelen/name	2.5262687	4.0	2.5519469	10	6667
Maastricht/name	0.6371143	1.0	-0.26216012	1	11004
Maatschappij/name	5.0218534	26.0	4.1202836	26	3551
Mabel/name			1.8143721	1	1368
Machtensstadion/name			3.6756504	1	211
Maes/name			0.19591646	2	13776
Maesdal-Aalst/name	8.834481	1.0	7.9196115	1	3
Maesdal-Bever/name			8.325077	1	2
Maesdal-Bever/noun	8.834481	1.0	7.9196115	1	3
Maesdal-Brussegem/name	8.968012	1.0	8.08213	1	3
Maesdal-Brussegem/noun			9.018224	1	1
Maesdal-Grimminge/name	8.834481	1.0	7.9196115	1	3
Maesdal-Halle/name	8.834481	1.0	7.9196115	1	3
Maesdal/name	5.9487495	1.0	5.747705	2	54
Maesdal/noun	7.581718	2.0	6.6668487	2	21
Mail/name			1.8820192	1	1278
Maimonides/name			5.167013	1	48
Makengo/name	5.7209654	1.0	4.8135314	1	68
Maldegem/name			0.8483496	2	7358
Maldegem5-1Overpelt/name			9.018224	1	1
Malloch/name			4.749926	1	72
Manillenclub/name	9.239946	1.0	8.403038	1	2
Marc/name	-1.0380511	1.0	0.5474185	12	59465
Marcel/name	0.83543175	2.0	0.62882715	4	18210
Marchienne/name			4.112579	1	136
Mariaverering/name	6.9065895	1.0	5.997799	1	21
Mariekerke/name			2.556131	1	656
Marien/name			1.6878514	1	1546
Mario/name			-0.63727015	1	16009
Marion/name			0.9776965	1	3185
Mariën/name			1.8507618	1	1333
Marnette/noun	7.0998797	1.0	6.1850104	1	17
Marnick/name	4.4885135	1.0	3.5849388	1	233
Martens/name			0.72059315	3	12407
Martijn/name	1.9326599	1.0	1.0295621	1	3031
Martin/name			-1.093931	1	25203
Matthijs/name	1.6964409	1.0	0.7907148	1	3809
Maubeuge-Halle/noun			8.325077	1	2
Maubeuge-Welar/noun			8.350394	1	2
Maubeuge/name	4.231396	1.0	3.3251653	1	301
Mauro/name	2.4746187	1.0	1.5691622	1	1750
Max-Schuttershof/name	9.933093	1.0	9.018224	1	1
Max/name	0.78210485	1.0	0.5703808	2	9532
Maxime/name			1.7579824	1	1449
May/name			1.6740217	1	1569
Mbeki/name			1.4116874	1	2045
Mechelaar/name			3.452172	1	268
Mechelen/name	-0.56027603	1.0	-0.3544748	3	36603
Meeremans/name			5.9294567	1	22
Meerhout/name	2.5954647	2.0	3.4058425	11	3118
Meetjesland/name			1.5094916	1	1875
Meeus/name	2.388166	1.0	1.4813001	1	1904
Meeuwenlaan/name			5.3268476	1	41
Mega/name			2.5815127	1	637
Meirlaen/noun			6.024995	1	20
Meldert/name	3.20651	6.0	3.2878807	16	5046
Melkert/name			0.4622091	2	10627
Melkwinning/name	9.933093	1.0	9.018224	1	1
Melo/name	3.6981924	1.0	2.7999227	1	515
Mens/name			0.7717377	1	3907
Mensenrechten/name	2.9412265	1.0	2.0419226	1	1095
Merchtem-Grimminge/name			9.018224	1	1
Merchtem/name	1.8196666	1.0	2.7239885	6	3406
Merchtem_Brussegem/name			5.809398	1	25
Merksem/name	2.5102465	3.0	2.3106182	6	5080
Merksem_Loenhout/name			9.018224	1	1
Mertens/name			0.7847208	2	7698
Messelis/name			4.0740848	1	144
Metten/name			3.708225	1	207
Mettepenningen/name			3.9153132	1	166
Meulebeke/name	3.6060498	7.0	3.3314834	13	3969
Meulen/name			1.6520948	1	1610
Meulestede/name			3.406374	1	279
Meurs/name			2.4316385	1	746
Meux/name			4.0082555	1	150
Meyer/name	1.2189978	1.0	1.4098412	3	6122
Meykens/name			4.1099906	1	137
Mia/name			0.9077967	1	3454
Micky/name			3.6606946	1	216
Middelburg/name			1.2754313	1	2376
Midden-Oosten/name			-0.17531614	1	10007
Mieke/name	0.9477105	1.0	0.045950375	1	8119
Milieuhygiëne/name			3.5616217	1	242
Millen/name	2.7479904	1.0	3.7919397	7	1334
Missie/name			4.2737265	1	117
Missouri/name	3.7255096	1.0	3.5160477	2	499
Mo/name			2.2788873	1	866
Moeskroen/name	0.66258717	1.0	1.1508789	4	10755
Mohamed/name			0.9527387	1	3240
Mol/name	1.328515	3.0	1.4097595	8	16528
Mol_Wezel/name			2.686989	1	575
Mol_verdediger/noun			9.018224	1	1
Molle/name	3.6440737	1.0	3.4449298	2	546
Monnens/name			4.7000694	1	76
Mont/name	2.4231417	1.0	1.5218767	1	1841
Montegnée/name			3.2761827	1	315
Montessori/name			3.039338	1	406
Montroeul-Galmaarden/noun			9.018224	1	1
Montroeul-Ladeuze/noun	9.933093	1.0	9.018224	1	1
Montroeul-Sirault/noun			9.018224	1	1
Montroeul/name	7.987183	1.0	7.072314	1	7
Montrouge/name			5.9271812	1	22
Moonen/name			2.1964078	1	933
Moons/name			1.2615578	1	2384
Moore/name	1.5130444	1.0	0.6083598	1	4570
Moresi/name			3.7393441	1	201
Morgen/name			-0.074823946	1	9228
Mori/name			2.7680557	2	1059
Mortsel/name	2.5435293	2.0	3.444218	12	3293
Moskou/name			-0.84082574	1	19589
Moskous/adj			1.9643357	1	1178
Ms./name			3.75683	1	198
Muizen/name			2.5056987	2	1406
Mulder/name			0.98535234	2	6294
Mulier/name			4.035988	2	298
Muysewinckel/name			5.462876	1	35
NAA/name			4.1487684	1	135
NAFTA/name			4.952622	1	59
NATIONAAL/name	5.1445603	1.0	4.299725	1	149
NATIONALE/name	2.8533823	1.0	3.7586474	6	1232
NIEUWKERKEN/name	4.5326705	1.0	3.6630538	1	226
NIJVEL/name			5.472926	1	39
NINOVE/name			3.5363357	1	258
NIVON/name			6.150325	1	18
NIZW/name			4.7848425	1	69
NMBS/name			-0.35928634	1	12150
NMT/name	6.579905	4.0	6.07774	6	115
NPK/name			2.7292507	1	677
NTL/name			3.1545928	1	361
NVBT/name			8.325077	1	2
NVGV/name			7.408786	1	5
NVZ/name			2.8662362	1	476
Naaijkens/name			4.85856	1	66
Naast-Bever/name	9.239946	1.0	8.325077	1	2
Naast-Isières/noun	9.933093	1.0	9.018224	1	1
Naast-Kokejane/noun	9.933093	1.0	9.018224	1	1
Naast101010151/num			9.018224	1	1
Nachtergaele/name			2.3277543	1	813
Namen/name			0.61387473	1	4536
Nanni/name			3.5282536	1	249
Nantes_Troyes/name			8.325077	1	2
Nat/name			3.1041806	1	377
Nationale/name			-0.6189647	1	15695
Natuurlijke/name	5.622294	2.0	4.7144966	2	149
Navo/name			-0.1556755	1	9849
Nederland/name	-1.590543	3.0	-0.7581042	17	306605
Nederlander/noun	-1.1284757	1.0	-0.9327061	3	64503
Nederlands/adj	-0.048092697	11.0	-0.456909	18	241254
Nederlands/noun	1.1717846	3.0	0.26472878	3	19236
Nederlands/prefix			4.1468506	1	131
Nederlandsche/name	3.770493	7.0	2.869847	7	3369
Nederlandsche/noun	6.637256	1.0	5.724241	1	27
Nederlandse/name	2.5621543	13.0	1.7424235	14	21095
Nederlandstalig/adj	1.6611295	2.0	0.7549041	2	7861
Neeroeteren/name	3.9954472	3.0	3.3852217	4	1149
Neerpelt/name			0.84459203	1	3703
Neier/name			7.108681	1	7
Nepalese/adj			2.3368676	1	827
Neste/name			3.2732995	1	317
Neuville-Welar/noun	9.239946	1.0	8.325077	1	2
Neuville/name	3.8283	1.0	2.923188	1	451
Nevele/name	2.22188	1.0	2.0210392	2	2263
New/name			-0.7328363	4	69871
Newtons/det			4.9973464	1	56
Nezavissimaja/name	7.630508	1.0	6.7156386	1	10
Nico/name	0.27481908	1.0	0.06417029	2	15854
Nicolas/name	0.99862164	1.0	0.09207835	1	7655
Nieuwendijk/name			2.1528544	1	979
Nieuwkerken-Waas/name	4.9059286	1.0	4.004593	1	154
Nieuwkerken/name	2.1859822	1.0	2.6701562	4	2335
Nieuwkerken/noun	4.2872047	1.0	4.0803385	2	285
Nieuwmarkt-actieblaadje/name			9.018224	1	1
Nieuwmoer/name			2.3152812	1	828
Nigeria/name	1.3719549	1.0	0.4724141	1	5296
Nijlen/name			2.3502657	4	3272
Nijlenaar/noun			5.282938	1	44
Nijmeegs/adj			1.5328445	1	1840
Nijvel/name	2.1596565	1.0	2.3553467	3	2385
Nijverheid/name	5.3770256	6.0	4.4723616	6	572
Nil/name			2.200284	1	923
Nil/noun			4.4824038	1	94
Ninove-Aalst/name			7.2264643	1	6
Ninove-Buizingen/name	8.323655	1.0	7.439245	1	5
Ninove-Hamme/name			8.325077	1	2
Ninove/name	2.6752093	5.0	3.0084789	17	7220
Ninove_Aalst/name			7.6319294	1	4
Ninove_Halle/name			6.938782	1	8
Ninove_Herdersem/name	9.933093	1.0	9.018224	1	1
Ninove_Herne/name			9.018224	1	1
Nl/name	5.0446258	1.0	4.1354218	1	133
Nobelprijs/noun	1.7927412	1.0	0.89751625	1	3486
Nollet/name	3.58461	1.0	2.6787467	1	575
Noord_Limburger/noun			3.2808454	1	313
Normaal/name	2.1504424	1.0	1.934857	2	2414
Nouwen/name			3.3615913	3	868
Nys/name			1.3120159	2	4565
O&A/name			7.9196115	1	3
O./name	1.4133034	1.0	1.60548	3	5040
O/D/name			5.470044	1	37
OCMW-/name	5.3713527	1.0	4.4781256	1	101
OCMW/name	0.29136822	1.0	1.1841516	6	15722
OCMW_raad_lid/noun			2.360598	1	805
OCMW_secretaris/noun			4.409394	3	314
ODBS/name	3.6913564	1.0	2.829344	1	620
OEDELEM-JABBEKE/noun			8.325077	1	2
OF/name	3.3665967	1.0	2.504697	1	750
OFF/name			5.0555077	1	56
OH/name			3.815867	2	382
ON/name			1.8622032	1	1343
OOSTENDE/name			2.0546083	1	1157
OUDENAARDE/name			2.9217238	1	466
OVER/name			2.4681442	1	878
OVERIJSE/name	4.787053	1.0	3.9263158	1	179
Octopus_partner/noun	7.4481864	1.0	6.533317	1	12
Octopussy-Ajax/name			9.018224	1	1
Oekraïne/name			0.5067571	1	5117
Oeso_rapport/noun			5.3070936	1	42
Oeudegehien-Villers/name			9.018224	1	1
Offermans/name			3.80356	1	187
Ogy-Thieulain/name			9.018224	1	1
Ogy/name	7.3304033	2.0	7.8073997	8	27
Ogy_Galmaarden/name			8.612759	2	3
Ogy_Idegem/name			9.018224	1	1
Okegem--Aalst/name			9.018224	1	1
Okegem-Bever/name	9.933093	1.0	9.018224	1	1
Okegem-Buizingen/name	8.323655	1.0	7.408786	1	5
Okegem-Maesdal/name			9.018224	1	1
Okegem-Maesdal/noun	8.834481	1.0	9.018224	3	3
Okegem-Mont/name			9.018224	1	1
Okegem-Thy/name	9.933093	1.0	9.018224	1	1
Okegem/name	4.8749914	3.0	4.4869156	5	478
Okegem_Aalst/name			9.018224	2	2
Okegem_Bever/name			9.018224	1	1
Okegem_Brussegem/name	9.933093	1.0	9.018224	1	1
Okegem_Herdersem/name			9.018224	2	2
Ol/name			4.1859183	1	127
Oldenzaal/name	3.5646915	1.0	2.6673381	1	589
Olen/name	1.4221193	1.0	2.3200893	6	5045
Olivier/name	0.614033	1.0	-0.2899553	1	11265
Olsa/name			3.3363037	4	1211
Olympische/name			-0.72670454	1	17447
Omer/name			1.6034101	1	1705
Onbelangrijke/name	9.933093	1.0	9.018224	1	1
Onbestuurbaar/adj			7.072314	1	7
Oncologie/name	6.5657973	1.0	5.659586	1	29
Onderwijs/name			0.28307256	2	12764
Onderwijsschepen/name	6.308752	1.0	5.404607	1	38
Onderzoek/name			2.368635	3	2358
Ondeugd/name			7.418836	3	15
One/name	1.4077086	1.0	0.50064075	1	5076
Ons/name			2.022824	2	2226
Onsem/name	3.88957	1.0	2.9821446	1	423
Ontwikkeling/name	2.4561963	1.0	1.5484842	1	1771
Onzedelijkheid/noun			9.018224	1	1
Oost-Europa/name			1.1224713	2	5459
Oost-Europabank/name			4.115174	1	142
Oost-Timor/name	1.54033	1.0	0.6419263	1	4470
Oost-Vlaanderen/name			1.8225566	5	7199
Oost_Vlaams/adj	3.8354404	12.0	3.223183	16	5371
Oost_Vlaming/noun			1.4337558	1	1993
Oostakker/name	2.0474818	1.0	1.8447255	2	2686
Oostende/name			-0.13364087	4	39207
Oosterzele/name			1.3362947	1	2256
Oosteuropees/adj			0.87028444	1	3508
Oostnieuwkerke/name	2.6720438	1.0	2.4683585	2	1441
Oostrozebeke/name			1.4032953	1	2095
Open/name			-0.5780215	1	15068
Openbaar/name	1.9565192	2.0	1.0578042	2	6006
Opgericht/name			6.498513	2	26
Opglabbeek/name	2.5583074	1.0	2.361658	2	1614
Oplage/prefix			9.018224	1	1
Oppens/name			3.4272368	1	271
Oppurs/noun	9.933093	2.0	9.018224	2	2
Oppuurs--Montroeul/name	9.933093	1.0	9.018224	1	1
Oppuurs-Galmaarden/name			7.9196115	1	3
Oppuurs-Grimminge/name	9.933093	2.0	9.018224	2	2
Oppuurs-Kokejane/noun	8.834481	1.0	9.018224	3	3
Oppuurs-Opstal/noun			7.9196115	1	3
Oppuurs-Tromcourt/noun			9.018224	1	1
Oppuurs/name	5.235344	5.0	5.4373937	15	556
Oppuurs_Bever/name			9.018224	1	1
Oppuurs_Grimminge/name			9.018224	1	1
Oppuurs_Halle/name			9.018224	1	1
Oppuurs_Ladeuze/name	9.933093	1.0	9.018224	1	1
Opstal-Isières/noun			9.018224	2	2
Opstal-Kerksken/noun	9.933093	1.0	9.018224	1	1
Opstal-Kokejane/name	9.016803	2.0	8.1019335	2	5
Opstal-Kokejane/noun			8.325077	1	2
Opstal-Sirault/name	9.933093	1.0	9.018224	1	1
Opstal-Thieulain/noun			9.018224	1	1
Opstal/name	3.6121001	4.0	3.6259382	10	2241
Opus/name			2.6268094	1	609
Oranje-Nassau/name	4.4517255	5.0	3.7454808	6	1232
Orde/name	1.5158032	1.0	2.4126892	6	4565
Organisatie/name			0.89674354	1	3431
Ortho-agogische/name	9.933093	1.0	9.018224	1	1
Osaer/noun			4.957781	1	58
Ost/name			2.7337167	1	545
Oswald/name			2.3471408	1	804
Ottavio/name			4.806096	1	70
Ottignies/name			2.704676	1	560
Oud-Heverlee/name	1.8010479	1.0	2.2957597	4	3458
Oude/name			0.4194968	2	11049
Oudenaarde/name	1.7094772	3.0	2.116688	11	11336
Oudenaardse/adj			1.7236089	1	1519
Ovaere/name			3.2069333	1	338
Overijse/name	1.4020958	1.0	1.2001356	2	5138
Overijssel/name	2.782882	1.0	1.8858461	1	1292
Overijssels/name			4.9491973	1	60
Overpelt/name			1.5240718	2	3730
Overtvelt/name			2.8596573	1	478
P./name	0.82394844	2.0	-0.081620574	2	18215
PC/name	2.6345634	1.0	1.73481	1	1491
PERSOONLIJKE/name			6.4609966	1	14
PJ/name			2.0013452	1	1602
PLAY/name	6.0260825	1.0	5.114233	1	51
PLUSPUNT/name	9.527628	2.0	8.612759	2	3
PROVINCIALE/name	1.6085143	1.0	2.3661482	5	4726
PS/name			-0.058642227	1	8945
PT/name			2.569651	1	675
Paars/name			0.51550496	1	5050
Paarse/adj			3.1205208	1	373
Pakistaans/adj			0.30747253	1	6229
Palestijn/noun			-0.97105825	1	22182
Palestijns/adj	-0.46459883	1.0	-0.67672235	2	33036
Pallemans/name	6.2473435	1.0	5.340658	1	41
Palmans_ploeg/noun			6.251905	1	16
Palmares/adj	5.191427	1.0	4.984426	2	126
Palmers/name	3.7543714	1.0	2.8493457	1	486
Panta/name			4.08483	1	143
Parijs/adj	1.0535686	1.0	0.15739845	1	7238
Parijs/name			-1.6893449	1	45516
Parool/name			-0.011002192	1	8636
Parti/name			2.5931118	1	622
Passendale/name			1.9320296	1	1222
Patiënten/Consumenten/name			5.675362	1	29
Patrice/name			1.5241275	1	1824
Patrick/det			4.009925	1	155
Patrick/name	0.32893866	3.0	0.6301672	10	45109
Patro/name			1.947075	1	1217
Paul/name	-1.1424972	1.0	0.034076247	8	65471
Pauwels/name	1.0909944	1.0	0.18699399	1	6979
Pedoseksuele/adj			6.938782	1	11
Peer/name			0.6182389	1	4603
Peeters/name	-0.20625667	1.0	0.4994879	5	25808
Peking/name			0.0047138236	1	8393
Pelote/name			4.779779	1	71
Perez/name			1.0349544	1	2984
Pers/name	3.1293106	1.0	2.2275643	1	906
Petegem/name	1.1018012	1.0	0.894881	2	6921
Peter/name	-0.6152651	2.0	-0.8220223	4	77888
Peters/name			0.9951303	1	3120
Petit/name			2.1955364	2	1867
Petsch/name			8.403038	1	2
Peuter/name			2.6188805	1	610
Pharmacie/name	6.467357	1.0	5.5634856	1	32
