_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
bevordering.bound3-3all.PPMIno.LENGTHFOC.SOCPOSall	-0.3429706842006985	-0.07740023226119239	NA	NA	TRUE	BOW	391	no	all	3-3	FOC	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound3-3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.3953141739024568	-0.12813407816716327	NA	NA	TRUE	BOW	391	no	all	3-3	FOC	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound3-3all.PPMIselection.LENGTH5000.SOCPOSall	-0.6619336703753668	0.01875759464096754	NA	NA	TRUE	BOW	294	selection	all	3-3	5000	all	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.8200718100710813	-0.03926232251018518	NA	NA	TRUE	BOW	294	selection	all	3-3	5000	nav	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.4099145530459023	0.1264982895093296	NA	NA	TRUE	BOW	294	selection	all	3-3	FOC	all	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.4999322443210397	0.2097057094693568	NA	NA	TRUE	BOW	294	selection	all	3-3	FOC	nav	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIweight.LENGTH5000.SOCPOSall	-0.21384520921799696	0.599651850705287	NA	NA	TRUE	BOW	294	weight	all	3-3	5000	all	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.28811433638252737	0.6468995875024434	NA	NA	TRUE	BOW	294	weight	all	3-3	5000	nav	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.07778459994374079	0.6578380075447078	NA	NA	TRUE	BOW	294	weight	all	3-3	FOC	all	234	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10731773074669317	0.7889181216937314	NA	NA	TRUE	BOW	294	weight	all	3-3	FOC	nav	234	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIno.LENGTH5000.SOCPOSall	1.2634037175989865	0.7043425458098265	NA	NA	TRUE	BOW	289	no	lex	3-3	5000	all	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIno.LENGTH5000.SOCPOSnav	1.293118839058136	0.7499674469720937	NA	NA	TRUE	BOW	289	no	lex	3-3	5000	nav	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIno.LENGTHFOC.SOCPOSall	1.0182576330083255	0.7007736802237544	NA	NA	TRUE	BOW	289	no	lex	3-3	FOC	all	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIno.LENGTHFOC.SOCPOSnav	1.0591381692592237	0.7280919090680241	NA	NA	TRUE	BOW	289	no	lex	3-3	FOC	nav	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIselection.LENGTH5000.SOCPOSall	0.5454091013158565	0.4481008811884658	NA	NA	TRUE	BOW	227	selection	lex	3-3	5000	all	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.5784607517112902	0.5220735545010726	NA	NA	TRUE	BOW	227	selection	lex	3-3	5000	nav	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.4587533572678113	0.43247204759473457	NA	NA	TRUE	BOW	227	selection	lex	3-3	FOC	all	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.47367339122770186	0.4649717998700068	NA	NA	TRUE	BOW	227	selection	lex	3-3	FOC	nav	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIweight.LENGTH5000.SOCPOSall	0.4490322776751882	0.5011691567382933	NA	NA	TRUE	BOW	227	weight	lex	3-3	5000	all	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.479025250961487	0.5750265081614876	NA	NA	TRUE	BOW	227	weight	lex	3-3	5000	nav	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.4210354505621299	0.5434801487033216	NA	NA	TRUE	BOW	227	weight	lex	3-3	FOC	all	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound3-3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.4381826965800309	0.6199847251624415	NA	NA	TRUE	BOW	227	weight	lex	3-3	FOC	nav	204	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIno.LENGTH5000.SOCPOSall	-0.24070629526319093	-0.6947998836968485	NA	NA	TRUE	BOW	606	no	all	5-5	5000	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav	-0.3532475469504323	-0.776699962562532	NA	NA	TRUE	BOW	606	no	all	5-5	5000	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall	-0.02489000276865653	-0.37377838340573094	NA	NA	TRUE	BOW	606	no	all	5-5	FOC	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.06332544204226094	-0.3893884878376936	NA	NA	TRUE	BOW	606	no	all	5-5	FOC	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIselection.LENGTH5000.SOCPOSall	-0.32501436818306	-0.28275383024516404	NA	NA	TRUE	BOW	403	selection	all	5-5	5000	all	234	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.45027985370303136	-0.33979500134151674	NA	NA	TRUE	BOW	403	selection	all	5-5	5000	nav	234	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.0968112552951325	-0.12507288804834343	NA	NA	TRUE	BOW	403	selection	all	5-5	FOC	all	234	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1313849346346945	-0.10861926542113276	NA	NA	TRUE	BOW	403	selection	all	5-5	FOC	nav	234	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall	0.08393937681929879	0.22090322101659648	NA	NA	TRUE	BOW	403	weight	all	5-5	5000	all	234	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav	0.0408902374072204	0.2539277627221738	NA	NA	TRUE	BOW	403	weight	all	5-5	5000	nav	234	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIweight.LENGTHFOC.SOCPOSall	0.14766049855732805	0.2506385670511401	NA	NA	TRUE	BOW	403	weight	all	5-5	FOC	all	234	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.12635725850344676	0.30263658656571685	NA	NA	TRUE	BOW	403	weight	all	5-5	FOC	nav	234	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIno.LENGTH5000.SOCPOSall	1.2752408526384993	0.1313084937601949	NA	NA	TRUE	BOW	449	no	lex	5-5	5000	all	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIno.LENGTH5000.SOCPOSnav	1.3356634821168103	0.18773097312263215	NA	NA	TRUE	BOW	449	no	lex	5-5	5000	nav	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIno.LENGTHFOC.SOCPOSall	0.9476470741913092	0.08089657781074042	NA	NA	TRUE	BOW	449	no	lex	5-5	FOC	all	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIno.LENGTHFOC.SOCPOSnav	0.9925392826769914	0.11563944068792792	NA	NA	TRUE	BOW	449	no	lex	5-5	FOC	nav	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall	0.7634601505652301	0.20900683505558904	NA	NA	TRUE	BOW	307	selection	lex	5-5	5000	all	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSnav	0.8159006814293206	0.26850548761964393	NA	NA	TRUE	BOW	307	selection	lex	5-5	5000	nav	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.6197780527170222	0.17238355990148185	NA	NA	TRUE	BOW	307	selection	lex	5-5	FOC	all	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.642456701148592	0.18641090445164007	NA	NA	TRUE	BOW	307	selection	lex	5-5	FOC	nav	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIweight.LENGTH5000.SOCPOSall	0.6359332942939913	0.26786327985924385	NA	NA	TRUE	BOW	307	weight	lex	5-5	5000	all	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.6722939909516472	0.32670935250032485	NA	NA	TRUE	BOW	307	weight	lex	5-5	5000	nav	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.5740561590058028	0.25637375778678695	NA	NA	TRUE	BOW	307	weight	lex	5-5	FOC	all	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.bound5-5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.5976916972663063	0.29159845528786815	NA	NA	TRUE	BOW	307	weight	lex	5-5	FOC	nav	216	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIno.LENGTH5000.SOCPOSall	0.5537103687319286	-1.4721869211940313	NA	NA	FALSE	BOW	1418	no	all	10-10	5000	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIno.LENGTH5000.SOCPOSnav	0.510257377038605	-1.4979467358583165	NA	NA	FALSE	BOW	1418	no	all	10-10	5000	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSall	0.5266506099424495	-1.1587224200696762	NA	NA	FALSE	BOW	1418	no	all	10-10	FOC	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSnav	0.5222653077445997	-1.188215941520601	NA	NA	FALSE	BOW	1418	no	all	10-10	FOC	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSall	0.2057720101322585	-0.8669320410389664	NA	NA	FALSE	BOW	662	selection	all	10-10	5000	all	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSnav	0.12898487758006108	-0.9477430793698958	NA	NA	FALSE	BOW	662	selection	all	10-10	5000	nav	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSall	0.315698363220254	-0.6585940782992298	NA	NA	FALSE	BOW	662	selection	all	10-10	FOC	all	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.31368663045516254	-0.7325685378317817	NA	NA	FALSE	BOW	662	selection	all	10-10	FOC	nav	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSall	0.6260725914440781	-0.4625216473122252	NA	NA	FALSE	BOW	662	weight	all	10-10	5000	all	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSnav	0.5759442700051387	-0.3726535220030648	NA	NA	FALSE	BOW	662	weight	all	10-10	5000	nav	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSall	0.5966827009406389	-0.36879745479184495	NA	NA	FALSE	BOW	662	weight	all	10-10	FOC	all	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.5947524038760019	-0.3410217966974464	NA	NA	FALSE	BOW	662	weight	all	10-10	FOC	nav	239	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSall	1.642516515167672	-0.7919423251881652	NA	NA	FALSE	BOW	1009	no	lex	10-10	5000	all	240	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSnav	1.7114193855818485	-0.7428035517489707	NA	NA	FALSE	BOW	1009	no	lex	10-10	5000	nav	240	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall	1.372134553646081	-0.6389238384075763	NA	NA	FALSE	BOW	1009	no	lex	10-10	FOC	all	240	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSnav	1.402042364956109	-0.656759931377516	NA	NA	FALSE	BOW	1009	no	lex	10-10	FOC	nav	240	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSall	1.2956524839777974	-0.30129253232179937	NA	NA	FALSE	BOW	476	selection	lex	10-10	5000	all	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSnav	1.352981232293582	-0.267158202698318	NA	NA	FALSE	BOW	476	selection	lex	10-10	5000	nav	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall	1.101927092395839	-0.2578279649020958	NA	NA	FALSE	BOW	476	selection	lex	10-10	FOC	all	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.1074736449060585	-0.27025332943200375	NA	NA	FALSE	BOW	476	selection	lex	10-10	FOC	nav	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSall	1.118447750039879	-0.13084671979615703	NA	NA	FALSE	BOW	476	weight	lex	10-10	5000	all	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSnav	1.1254325636633775	-0.09307126873848671	NA	NA	FALSE	BOW	476	weight	lex	10-10	5000	nav	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSall	1.0596946132574403	-0.0988004631213169	NA	NA	FALSE	BOW	476	weight	lex	10-10	FOC	all	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.084030376004247	-0.13121606218935525	NA	NA	FALSE	BOW	476	weight	lex	10-10	FOC	nav	233	5	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3all.PPMIno.LENGTH5000.SOCPOSall	-0.5572687435032468	-0.38460527338466904	NA	NA	FALSE	BOW	443	no	all	3-3	5000	all	240	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIno.LENGTH5000.SOCPOSnav	-0.7130885181513147	-0.4621763177196897	NA	NA	FALSE	BOW	443	no	all	3-3	5000	nav	240	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSall	-0.2645715102197372	-0.1412276261373528	NA	NA	FALSE	BOW	443	no	all	3-3	FOC	all	240	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.2925104304114828	-0.1711716736217541	NA	NA	FALSE	BOW	443	no	all	3-3	FOC	nav	240	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall	-0.5892200654475731	-0.00288624932687699	NA	NA	FALSE	BOW	337	selection	all	3-3	5000	all	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	-0.7335542834573506	-0.06068544613973602	NA	NA	FALSE	BOW	337	selection	all	3-3	5000	nav	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.3480285737110694	0.08911495130620015	NA	NA	FALSE	BOW	337	selection	all	3-3	FOC	all	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.3998670147622552	0.1451178415739954	NA	NA	FALSE	BOW	337	selection	all	3-3	FOC	nav	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSall	-0.13930655733442995	0.6498974920441454	NA	NA	FALSE	BOW	337	weight	all	3-3	5000	all	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.2135257767820902	0.6784159507696803	NA	NA	FALSE	BOW	337	weight	all	3-3	5000	nav	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.01923123914768591	0.6721829909018839	NA	NA	FALSE	BOW	337	weight	all	3-3	FOC	all	239	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.027788312087682	0.7703927541510459	NA	NA	FALSE	BOW	337	weight	all	3-3	FOC	nav	239	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSall	1.3800005744694075	0.6854216346978045	NA	NA	FALSE	BOW	318	no	lex	3-3	5000	all	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSnav	1.4029144691848183	0.7203325951633762	NA	NA	FALSE	BOW	318	no	lex	3-3	5000	nav	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSall	1.0887455188758588	0.6363138472066964	NA	NA	FALSE	BOW	318	no	lex	3-3	FOC	all	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSnav	1.113511632482997	0.6755639691967974	NA	NA	FALSE	BOW	318	no	lex	3-3	FOC	nav	240	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSall	0.6534377891235273	0.5306094734192515	NA	NA	FALSE	BOW	250	selection	lex	3-3	5000	all	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.6726634350507099	0.5715666609537062	NA	NA	FALSE	BOW	250	selection	lex	3-3	5000	nav	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.5349919816723299	0.4778417411708993	NA	NA	FALSE	BOW	250	selection	lex	3-3	FOC	all	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.5476888943953779	0.489197714834378	NA	NA	FALSE	BOW	250	selection	lex	3-3	FOC	nav	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSall	0.5464340655030844	0.57782435337067	NA	NA	FALSE	BOW	250	weight	lex	3-3	5000	all	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.5582324068350671	0.6377413860184179	NA	NA	FALSE	BOW	250	weight	lex	3-3	5000	nav	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.48472054976287265	0.5882952033302179	NA	NA	FALSE	BOW	250	weight	lex	3-3	FOC	all	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.5003280736797356	0.6449823635425972	NA	NA	FALSE	BOW	250	weight	lex	3-3	FOC	nav	213	7	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIno.LENGTH5000.SOCPOSall	-0.05901380799125001	-0.861631527709341	NA	NA	FALSE	BOW	734	no	all	5-5	5000	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIno.LENGTH5000.SOCPOSnav	-0.16181524548840534	-0.9081265219447138	NA	NA	FALSE	BOW	734	no	all	5-5	5000	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSall	0.1171256107169378	-0.5250086065309377	NA	NA	FALSE	BOW	734	no	all	5-5	FOC	all	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSnav	0.09584605341100028	-0.5422640139032424	NA	NA	FALSE	BOW	734	no	all	5-5	FOC	nav	240	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSall	-0.20013602429445748	-0.3580491151001308	NA	NA	FALSE	BOW	480	selection	all	5-5	5000	all	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.3038907026729973	-0.41588405116228216	NA	NA	FALSE	BOW	480	selection	all	5-5	5000	nav	239	6	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall
bevordering.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.00627830758003438	-0.1784772142070724	NA	NA	FALSE	BOW	480	selection	all	5-5	FOC	all	239	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.02467138819532912	-0.17654644302368727	NA	NA	FALSE	BOW	480	selection	all	5-5	FOC	nav	239	4	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSall	0.22585911320374785	0.2677609876611962	NA	NA	FALSE	BOW	480	weight	all	5-5	5000	all	239	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSnav	0.1880602671832985	0.2975233887065966	NA	NA	FALSE	BOW	480	weight	all	5-5	5000	nav	239	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSall	0.26742337054318815	0.222818436927624	NA	NA	FALSE	BOW	480	weight	all	5-5	FOC	all	239	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.269833127320446	0.2654239626973503	NA	NA	FALSE	BOW	480	weight	all	5-5	FOC	nav	239	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSall	1.526930179488437	0.09003701342398178	NA	NA	FALSE	BOW	528	no	lex	5-5	5000	all	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSnav	1.5949209530675983	0.1376220590156507	NA	NA	FALSE	BOW	528	no	lex	5-5	5000	nav	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
