size	max_diss	av_diss	diameter	separation	medoids	medoid_i
36	2.18762321440836	1.619470586145129	2.7843663220954475	1.9116331743363193	bevordering.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	1
24	2.248686989937285	1.6904880685100885	2.916323569191049	1.9116331743363193	bevordering.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	2
12	2.2905894090061367	1.396708531766745	2.388236187121473	1.9655585654571377	bevordering.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	3
26	2.860840803824127	1.9860618438541866	3.2815426408789468	0.8993483507416982	bevordering.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall	4
37	2.790043009583418	2.073893171453091	3.292063548408392	1.1382428091968428	bevordering.bound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall	5
21	2.3399716993296855	1.7319050978744694	2.849042907675399	0.8993483507416982	bevordering.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall	6
28	2.2439077034480133	1.657311705786124	3.1966811975079317	1.5697517207582596	bevordering.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	7
32	2.532249160555854	1.8292134217025147	3.17470210938358	1.5962439987027466	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	8
