_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
monitor.bound10-10lex.PPMIweight.LENGTH5000.SOCPOSnav	1.1451066663088836	-0.07949818585702707	NA	NA	TRUE	BOW	464	weight	lex	10-10	5000	nav	237	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound10-10lex.PPMIweight.LENGTHFOC.SOCPOSall	1.0928040870236424	-0.0531985562128715	NA	NA	TRUE	BOW	464	weight	lex	10-10	FOC	all	237	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound10-10lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.0890533456635334	-0.01029141319551727	NA	NA	TRUE	BOW	464	weight	lex	10-10	FOC	nav	237	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIno.LENGTH5000.SOCPOSall	-1.239099356652391	-0.5500354457400203	NA	NA	TRUE	BOW	463	no	all	3-3	5000	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIno.LENGTH5000.SOCPOSnav	-1.273186772357345	-0.4655819158288051	NA	NA	TRUE	BOW	463	no	all	3-3	5000	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIno.LENGTHFOC.SOCPOSall	-0.576348240381421	-0.05841128336844652	NA	NA	TRUE	BOW	463	no	all	3-3	FOC	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.5727895137678847	0.04009190767008967	NA	NA	TRUE	BOW	463	no	all	3-3	FOC	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIselection.LENGTH5000.SOCPOSall	-1.16611963909695	-0.3341049810904379	NA	NA	TRUE	BOW	373	selection	all	3-3	5000	all	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	-1.230119519102694	-0.3303295332305029	NA	NA	TRUE	BOW	373	selection	all	3-3	5000	nav	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.5515297815323578	0.03973686822640791	NA	NA	TRUE	BOW	373	selection	all	3-3	FOC	all	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.5389923457691831	0.11496046794225472	NA	NA	TRUE	BOW	373	selection	all	3-3	FOC	nav	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIweight.LENGTH5000.SOCPOSall	-0.3214195619991929	0.5611230268977593	NA	NA	TRUE	BOW	373	weight	all	3-3	5000	all	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.3993223791356113	0.6534485186997621	NA	NA	TRUE	BOW	373	weight	all	3-3	5000	nav	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSall	-0.05422712470272277	0.6057446131668605	NA	NA	TRUE	BOW	373	weight	all	3-3	FOC	all	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06209168645532609	0.6611056865974554	NA	NA	TRUE	BOW	373	weight	all	3-3	FOC	nav	239	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIno.LENGTH5000.SOCPOSall	1.4158354000419613	1.305741236253565	NA	NA	TRUE	BOW	326	no	lex	3-3	5000	all	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIno.LENGTH5000.SOCPOSnav	1.3965615739228874	1.270870104015691	NA	NA	TRUE	BOW	326	no	lex	3-3	5000	nav	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIno.LENGTHFOC.SOCPOSall	1.176097539094226	1.1520009250853227	NA	NA	TRUE	BOW	326	no	lex	3-3	FOC	all	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIno.LENGTHFOC.SOCPOSnav	1.1563109815218902	1.1940631741684622	NA	NA	TRUE	BOW	326	no	lex	3-3	FOC	nav	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIselection.LENGTH5000.SOCPOSall	0.7866347797888571	0.6446429163242401	NA	NA	TRUE	BOW	266	selection	lex	3-3	5000	all	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.7791744957453149	0.6363056822459632	NA	NA	TRUE	BOW	266	selection	lex	3-3	5000	nav	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.6446538308019074	0.6451407574374937	NA	NA	TRUE	BOW	266	selection	lex	3-3	FOC	all	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.6348742763285554	0.7060881010212194	NA	NA	TRUE	BOW	266	selection	lex	3-3	FOC	nav	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIweight.LENGTH5000.SOCPOSall	0.701483515363581	0.6331215394556401	NA	NA	TRUE	BOW	266	weight	lex	3-3	5000	all	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.6867569230748526	0.6299555392790038	NA	NA	TRUE	BOW	266	weight	lex	3-3	5000	nav	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.6187514320508339	0.7419160882551908	NA	NA	TRUE	BOW	266	weight	lex	3-3	FOC	all	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound3-3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.6126535617122346	0.7928536136673675	NA	NA	TRUE	BOW	266	weight	lex	3-3	FOC	nav	216	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIno.LENGTH5000.SOCPOSall	-0.704969435774976	-1.1119374462388494	NA	NA	TRUE	BOW	718	no	all	5-5	5000	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIno.LENGTH5000.SOCPOSnav	-0.7467576037548559	-0.9961666860521542	NA	NA	TRUE	BOW	718	no	all	5-5	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIno.LENGTHFOC.SOCPOSall	-0.16596011806231453	-0.6487262463281825	NA	NA	TRUE	BOW	718	no	all	5-5	FOC	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.18847277703689677	-0.5043818970239116	NA	NA	TRUE	BOW	718	no	all	5-5	FOC	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIselection.LENGTH5000.SOCPOSall	-0.6809234977521715	-0.7922266270244726	NA	NA	TRUE	BOW	514	selection	all	5-5	5000	all	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.7310618926155442	-0.7708236546521823	NA	NA	TRUE	BOW	514	selection	all	5-5	5000	nav	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.143810455661357	-0.36378727992987087	NA	NA	TRUE	BOW	514	selection	all	5-5	FOC	all	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1549454871508017	-0.2672014085416255	NA	NA	TRUE	BOW	514	selection	all	5-5	FOC	nav	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall	0.05266246254713405	-0.08685902962826464	NA	NA	TRUE	BOW	514	weight	all	5-5	5000	all	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIweight.LENGTH5000.SOCPOSnav	0.01042340958971972	-0.06422561241993847	NA	NA	TRUE	BOW	514	weight	all	5-5	5000	nav	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIweight.LENGTHFOC.SOCPOSall	0.28903202784302273	0.05854808203896042	NA	NA	TRUE	BOW	514	weight	all	5-5	FOC	all	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.273090733720919	0.1315519177347514	NA	NA	TRUE	BOW	514	weight	all	5-5	FOC	nav	239	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5lex.PPMIno.LENGTH5000.SOCPOSall	1.6993943429343297	0.2782778138398266	NA	NA	TRUE	BOW	520	no	lex	5-5	5000	all	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIno.LENGTH5000.SOCPOSnav	1.6425805691629756	0.34403251769039056	NA	NA	TRUE	BOW	520	no	lex	5-5	5000	nav	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIno.LENGTHFOC.SOCPOSall	1.3160013065270255	0.17488330507870867	NA	NA	TRUE	BOW	520	no	lex	5-5	FOC	all	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIno.LENGTHFOC.SOCPOSnav	1.295013718138199	0.22261182192542545	NA	NA	TRUE	BOW	520	no	lex	5-5	FOC	nav	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall	1.160092832638333	0.2215393529168781	NA	NA	TRUE	BOW	374	selection	lex	5-5	5000	all	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSnav	1.1622981043619285	0.27556747086878325	NA	NA	TRUE	BOW	374	selection	lex	5-5	5000	nav	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.9901695295778666	0.22898632664051055	NA	NA	TRUE	BOW	374	selection	lex	5-5	FOC	all	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.9590869741860476	0.2675917865553847	NA	NA	TRUE	BOW	374	selection	lex	5-5	FOC	nav	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIweight.LENGTH5000.SOCPOSall	0.9955251070515811	0.34821486024008097	NA	NA	TRUE	BOW	374	weight	lex	5-5	5000	all	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.987704227229768	0.3741262115325189	NA	NA	TRUE	BOW	374	weight	lex	5-5	5000	nav	232	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.bound5-5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.9800224420468387	0.4290227032563512	NA	NA	TRUE	BOW	374	weight	lex	5-5	FOC	all	232	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.bound5-5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.9669687436954252	0.4639263785877112	NA	NA	TRUE	BOW	374	weight	lex	5-5	FOC	nav	232	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIno.LENGTH5000.SOCPOSall	0.5645644299822088	-2.0101772697510576	NA	NA	FALSE	BOW	1473	no	all	10-10	5000	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIno.LENGTH5000.SOCPOSnav	0.3801606822274126	-1.8496899807263112	NA	NA	FALSE	BOW	1473	no	all	10-10	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSall	0.738049739887359	-1.5425624093176245	NA	NA	FALSE	BOW	1473	no	all	10-10	FOC	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSnav	0.6078966322769846	-1.4340791932319192	NA	NA	FALSE	BOW	1473	no	all	10-10	FOC	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSall	0.07650967852078706	-1.5074494381918462	NA	NA	FALSE	BOW	751	selection	all	10-10	5000	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSnav	-0.01566023628491797	-1.4809106473260765	NA	NA	FALSE	BOW	751	selection	all	10-10	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSall	0.40429125049962344	-0.9865903484309696	NA	NA	FALSE	BOW	751	selection	all	10-10	FOC	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.386286232182563	-0.923719249589627	NA	NA	FALSE	BOW	751	selection	all	10-10	FOC	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSall	0.6693495855218674	-0.8094727547428041	NA	NA	FALSE	BOW	751	weight	all	10-10	5000	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSnav	0.6305353586945466	-0.8186628919374603	NA	NA	FALSE	BOW	751	weight	all	10-10	5000	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSall	0.7645592811987968	-0.5563269383776472	NA	NA	FALSE	BOW	751	weight	all	10-10	FOC	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSnav	0.7481050257625638	-0.5136535060897601	NA	NA	FALSE	BOW	751	weight	all	10-10	FOC	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSall	2.069141942849626	-0.965811262390385	NA	NA	FALSE	BOW	1089	no	lex	10-10	5000	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSnav	1.99188409134035	-0.8209454979200838	NA	NA	FALSE	BOW	1089	no	lex	10-10	5000	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSall	1.7529978516797742	-0.7435892895182933	NA	NA	FALSE	BOW	1089	no	lex	10-10	FOC	all	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSnav	1.7601637372704448	-0.6999433640787166	NA	NA	FALSE	BOW	1089	no	lex	10-10	FOC	nav	240	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSall	1.6727370980610448	-0.566763765436216	NA	NA	FALSE	BOW	563	selection	lex	10-10	5000	all	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSnav	1.6768026652412888	-0.486957497865459	NA	NA	FALSE	BOW	563	selection	lex	10-10	5000	nav	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall	1.4682469571165644	-0.415434443925606	NA	NA	FALSE	BOW	563	selection	lex	10-10	FOC	all	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.4520547043963783	-0.37894981266220346	NA	NA	FALSE	BOW	563	selection	lex	10-10	FOC	nav	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSall	1.5905565984896286	-0.2632762573642092	NA	NA	FALSE	BOW	563	weight	lex	10-10	5000	all	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSnav	1.5620864237733756	-0.22870088413050865	NA	NA	FALSE	BOW	563	weight	lex	10-10	5000	nav	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSall	1.5018686491648017	-0.21069949167347896	NA	NA	FALSE	BOW	563	weight	lex	10-10	FOC	all	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.4884399027880402	-0.17782761594948857	NA	NA	FALSE	BOW	563	weight	lex	10-10	FOC	nav	239	6	monitor.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIno.LENGTH5000.SOCPOSall	-1.1959595547552495	-0.621237177622213	NA	NA	FALSE	BOW	506	no	all	3-3	5000	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIno.LENGTH5000.SOCPOSnav	-1.2279985857058628	-0.499621868939685	NA	NA	FALSE	BOW	506	no	all	3-3	5000	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSall	-0.5009809894811579	-0.08388201121965584	NA	NA	FALSE	BOW	506	no	all	3-3	FOC	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSnav	-0.5022148830871419	0.03086058822205825	NA	NA	FALSE	BOW	506	no	all	3-3	FOC	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSall	-1.1294175650330256	-0.3638987953495442	NA	NA	FALSE	BOW	404	selection	all	3-3	5000	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSnav	-1.202183824555484	-0.3486297617139552	NA	NA	FALSE	BOW	404	selection	all	3-3	5000	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSall	-0.48950763042964024	0.0123458018281814	NA	NA	FALSE	BOW	404	selection	all	3-3	FOC	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.4999365243538214	0.1060902296835279	NA	NA	FALSE	BOW	404	selection	all	3-3	FOC	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSall	-0.2581485149893803	0.6339750999081336	NA	NA	FALSE	BOW	404	weight	all	3-3	5000	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSnav	-0.3351748362373538	0.750412574265905	NA	NA	FALSE	BOW	404	weight	all	3-3	5000	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSall	0.02128727914568041	0.6267937653217874	NA	NA	FALSE	BOW	404	weight	all	3-3	FOC	all	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.01104296366318614	0.7089514253599425	NA	NA	FALSE	BOW	404	weight	all	3-3	FOC	nav	240	7	monitor.bound3-3all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSall	1.541674553828081	1.286385480426555	NA	NA	FALSE	BOW	352	no	lex	3-3	5000	all	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSnav	1.5094252402573596	1.2625790798218934	NA	NA	FALSE	BOW	352	no	lex	3-3	5000	nav	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSall	1.2996072591525274	1.1406487119523798	NA	NA	FALSE	BOW	352	no	lex	3-3	FOC	all	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSnav	1.2579905334241417	1.1865323990008438	NA	NA	FALSE	BOW	352	no	lex	3-3	FOC	nav	240	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSall	0.9318714123506332	0.8060034308327491	NA	NA	FALSE	BOW	286	selection	lex	3-3	5000	all	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.9186782185871684	0.7963615841802527	NA	NA	FALSE	BOW	286	selection	lex	3-3	5000	nav	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.7687491115259646	0.808559808341542	NA	NA	FALSE	BOW	286	selection	lex	3-3	FOC	all	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.7343289585107878	0.8340776731027082	NA	NA	FALSE	BOW	286	selection	lex	3-3	FOC	nav	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSall	0.828945079859729	0.791539582722971	NA	NA	FALSE	BOW	286	weight	lex	3-3	5000	all	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.8088510166614283	0.7738143812203115	NA	NA	FALSE	BOW	286	weight	lex	3-3	5000	nav	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.7378018680280156	0.8946790493155867	NA	NA	FALSE	BOW	286	weight	lex	3-3	FOC	all	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.7020834167041283	0.9193518916894116	NA	NA	FALSE	BOW	286	weight	lex	3-3	FOC	nav	220	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIno.LENGTH5000.SOCPOSall	-0.5255045792257225	-1.2548513232558614	NA	NA	FALSE	BOW	814	no	all	5-5	5000	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIno.LENGTH5000.SOCPOSnav	-0.5849487764901146	-1.1070627589812654	NA	NA	FALSE	BOW	814	no	all	5-5	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSall	0.00975610147898842	-0.8174833583472007	NA	NA	FALSE	BOW	814	no	all	5-5	FOC	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSnav	-0.04673315397958264	-0.6482149327841714	NA	NA	FALSE	BOW	814	no	all	5-5	FOC	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSall	-0.5733425126161259	-0.8900584365618559	NA	NA	FALSE	BOW	566	selection	all	5-5	5000	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSnav	-0.6474118489136127	-0.8663108747615447	NA	NA	FALSE	BOW	566	selection	all	5-5	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	-0.03848745585012423	-0.4716410119808871	NA	NA	FALSE	BOW	566	selection	all	5-5	FOC	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.05829574664716573	-0.3523590074735703	NA	NA	FALSE	BOW	566	selection	all	5-5	FOC	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSall	0.20690466652134543	-0.16790417166006436	NA	NA	FALSE	BOW	566	weight	all	5-5	5000	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSnav	0.16701728943024027	-0.1569194271384937	NA	NA	FALSE	BOW	566	weight	all	5-5	5000	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSall	0.4433291896947747	0.0236330931125876	NA	NA	FALSE	BOW	566	weight	all	5-5	FOC	all	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
