_id	country	date	newspaper	_count.monitor.LEMMAPATH2.PPMIno	_count.monitor.LEMMAPATH2.PPMIselection	_count.monitor.LEMMAPATH2.PPMIweight	_count.monitor.LEMMAPATH3.PPMIno	_count.monitor.LEMMAPATH3.PPMIselection	_count.monitor.LEMMAPATH3.PPMIweight	_count.monitor.LEMMAPATHweight.PPMIno	_count.monitor.LEMMAPATHweight.PPMIselection	_count.monitor.LEMMAPATHweight.PPMIweight	_count.monitor.LEMMAREL1.PPMIno	_count.monitor.LEMMAREL1.PPMIselection	_count.monitor.LEMMAREL1.PPMIweight	_count.monitor.LEMMAREL2.PPMIno	_count.monitor.LEMMAREL2.PPMIselection	_count.monitor.LEMMAREL2.PPMIweight	_count.monitor.LEMMAREL3.PPMIno	_count.monitor.LEMMAREL3.PPMIselection	_count.monitor.LEMMAREL3.PPMIweight	_count.monitor.bound10-10all.PPMIno	_count.monitor.bound10-10all.PPMIselection	_count.monitor.bound10-10all.PPMIweight	_count.monitor.bound10-10lex.PPMIno	_count.monitor.bound10-10lex.PPMIselection	_count.monitor.bound10-10lex.PPMIweight	_count.monitor.bound3-3all.PPMIno	_count.monitor.bound3-3all.PPMIselection	_count.monitor.bound3-3all.PPMIweight	_count.monitor.bound3-3lex.PPMIno	_count.monitor.bound3-3lex.PPMIselection	_count.monitor.bound3-3lex.PPMIweight	_count.monitor.bound5-5all.PPMIno	_count.monitor.bound5-5all.PPMIselection	_count.monitor.bound5-5all.PPMIweight	_count.monitor.bound5-5lex.PPMIno	_count.monitor.bound5-5lex.PPMIselection	_count.monitor.bound5-5lex.PPMIweight	_count.monitor.nobound10-10all.PPMIno	_count.monitor.nobound10-10all.PPMIselection	_count.monitor.nobound10-10all.PPMIweight	_count.monitor.nobound10-10lex.PPMIno	_count.monitor.nobound10-10lex.PPMIselection	_count.monitor.nobound10-10lex.PPMIweight	_count.monitor.nobound3-3all.PPMIno	_count.monitor.nobound3-3all.PPMIselection	_count.monitor.nobound3-3all.PPMIweight	_count.monitor.nobound3-3lex.PPMIno	_count.monitor.nobound3-3lex.PPMIselection	_count.monitor.nobound3-3lex.PPMIweight	_count.monitor.nobound5-5all.PPMIno	_count.monitor.nobound5-5all.PPMIselection	_count.monitor.nobound5-5all.PPMIweight	_count.monitor.nobound5-5lex.PPMIno	_count.monitor.nobound5-5lex.PPMIselection	_count.monitor.nobound5-5lex.PPMIweight	_cws.monitor.LEMMAPATH2.PPMIno	_cws.monitor.LEMMAPATH2.PPMIselection	_cws.monitor.LEMMAPATH2.PPMIweight	_cws.monitor.LEMMAPATH3.PPMIno	_cws.monitor.LEMMAPATH3.PPMIselection	_cws.monitor.LEMMAPATH3.PPMIweight	_cws.monitor.LEMMAPATHweight.PPMIno	_cws.monitor.LEMMAPATHweight.PPMIselection	_cws.monitor.LEMMAPATHweight.PPMIweight	_cws.monitor.LEMMAREL1.PPMIno	_cws.monitor.LEMMAREL1.PPMIselection	_cws.monitor.LEMMAREL1.PPMIweight	_cws.monitor.LEMMAREL2.PPMIno	_cws.monitor.LEMMAREL2.PPMIselection	_cws.monitor.LEMMAREL2.PPMIweight	_cws.monitor.LEMMAREL3.PPMIno	_cws.monitor.LEMMAREL3.PPMIselection	_cws.monitor.LEMMAREL3.PPMIweight	_cws.monitor.bound10-10all.PPMIno	_cws.monitor.bound10-10all.PPMIselection	_cws.monitor.bound10-10all.PPMIweight	_cws.monitor.bound10-10lex.PPMIno	_cws.monitor.bound10-10lex.PPMIselection	_cws.monitor.bound10-10lex.PPMIweight	_cws.monitor.bound3-3all.PPMIno	_cws.monitor.bound3-3all.PPMIselection	_cws.monitor.bound3-3all.PPMIweight	_cws.monitor.bound3-3lex.PPMIno	_cws.monitor.bound3-3lex.PPMIselection	_cws.monitor.bound3-3lex.PPMIweight	_cws.monitor.bound5-5all.PPMIno	_cws.monitor.bound5-5all.PPMIselection	_cws.monitor.bound5-5all.PPMIweight	_cws.monitor.bound5-5lex.PPMIno	_cws.monitor.bound5-5lex.PPMIselection	_cws.monitor.bound5-5lex.PPMIweight	_cws.monitor.nobound10-10all.PPMIno	_cws.monitor.nobound10-10all.PPMIselection	_cws.monitor.nobound10-10all.PPMIweight	_cws.monitor.nobound10-10lex.PPMIno	_cws.monitor.nobound10-10lex.PPMIselection	_cws.monitor.nobound10-10lex.PPMIweight	_cws.monitor.nobound3-3all.PPMIno	_cws.monitor.nobound3-3all.PPMIselection	_cws.monitor.nobound3-3all.PPMIweight	_cws.monitor.nobound3-3lex.PPMIno	_cws.monitor.nobound3-3lex.PPMIselection	_cws.monitor.nobound3-3lex.PPMIweight	_cws.monitor.nobound5-5all.PPMIno	_cws.monitor.nobound5-5all.PPMIselection	_cws.monitor.nobound5-5all.PPMIweight	_cws.monitor.nobound5-5lex.PPMIno	_cws.monitor.nobound5-5lex.PPMIselection	_cws.monitor.nobound5-5lex.PPMIweight
monitor/noun/de_standaard_20040618_01_26/344	BE	2004-06-18	de_standaard	4	2.0	2.0	6.0	4.0	4.0	6.0	4.0	4.0	3.0	2.0	2.0	3	2.0	2.0	3	2.0	2.0	7	4.0	4.0	5	2.0	2.0	4	3.0	3.0	2	1.0	1.0	6	3.0	3.0	4	1.0	1.0	15	8	8	7	2.0	2.0	4	3	3	2	1.0	1.0	8	5	5	4	1.0	1.0	als/prep;de/det;ga/verb;laat/adj	de/det;als/prep	de/det;als/prep	als/prep;de/det;ga/verb;laat/adj;poort/noun;vertrek/verb	als/prep;vertrek/verb;poort/noun;de/det	als/prep;vertrek/verb;poort/noun;de/det	als/prep;de/det;ga/verb;laat/adj;poort/noun;vertrek/verb	als/prep;vertrek/verb;poort/noun;de/det	als/prep;vertrek/verb;poort/noun;de/det	als/prep;de/det;laat/adj	de/det;als/prep	de/det;als/prep	als/prep;de/det;laat/adj	de/det;als/prep	de/det;als/prep	als/prep;de/det;laat/adj	de/det;als/prep	de/det;als/prep	als/prep;de/det;dicht/adj;ga/verb;laat/adj;poort/noun;vertrek/verb	als/prep;vertrek/verb;poort/noun;de/det	als/prep;vertrek/verb;poort/noun;de/det	dicht/adj;ga/verb;laat/adj;poort/noun;vertrek/verb	vertrek/verb;poort/noun	vertrek/verb;poort/noun	als/prep;de/det;laat/adj;vertrek/verb	als/prep;vertrek/verb;de/det	als/prep;vertrek/verb;de/det	laat/adj;vertrek/verb	vertrek/verb	vertrek/verb	als/prep;de/det;dicht/adj;ga/verb;laat/adj;vertrek/verb	als/prep;vertrek/verb;de/det	als/prep;vertrek/verb;de/det	dicht/adj;ga/verb;laat/adj;vertrek/verb	vertrek/verb	vertrek/verb	17/noun;als/prep;de/det;dicht/adj;een/det;ga/verb;laat/adj;let/tag;met/prep;poort/noun;toen/comp;uur/noun;vertrek/verb;wel/tag;wij/pron	let/tag;als/prep;vertrek/verb;poort/noun;met/prep;wel/tag;de/det;een/det	let/tag;als/prep;vertrek/verb;poort/noun;met/prep;wel/tag;de/det;een/det	17/noun;dicht/adj;ga/verb;laat/adj;poort/noun;uur/noun;vertrek/verb	vertrek/verb;poort/noun	vertrek/verb;poort/noun	als/prep;de/det;laat/adj;vertrek/verb	als/prep;vertrek/verb;de/det	als/prep;vertrek/verb;de/det	laat/adj;vertrek/verb	vertrek/verb	vertrek/verb	als/prep;de/det;dicht/adj;ga/verb;laat/adj;let/tag;vertrek/verb;wel/tag	let/tag;als/prep;vertrek/verb;wel/tag;de/det	let/tag;als/prep;vertrek/verb;wel/tag;de/det	dicht/adj;ga/verb;laat/adj;vertrek/verb	vertrek/verb	vertrek/verb
monitor/noun/het_nieuwsblad_20001201_01_307/144	BE	2000-12-01	het_nieuwsblad	2	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	2	2.0	2.0	2	2.0	2.0	6	6.0	6.0	3	3.0	3.0	3	3.0	3.0	1	1.0	1.0	4	4.0	4.0	2	2.0	2.0	13	9	9	6	4.0	4.0	5	5	5	1	1.0	1.0	7	6	6	2	2.0	2.0	computer/noun;met/prep	met/prep;computer/noun	met/prep;computer/noun	computer/noun;een/det;met/prep	met/prep;computer/noun;een/det	met/prep;computer/noun;een/det	computer/noun;een/det;met/prep	met/prep;computer/noun;een/det	met/prep;computer/noun;een/det	met/prep	met/prep	met/prep	computer/noun;met/prep	met/prep;computer/noun	met/prep;computer/noun	computer/noun;met/prep	met/prep;computer/noun	met/prep;computer/noun	computer/noun;de/det;dief/noun;een/det;met/prep;verdwijn/verb	met/prep;computer/noun;de/det;verdwijn/verb;dief/noun;een/det	met/prep;computer/noun;de/det;verdwijn/verb;dief/noun;een/det	computer/noun;dief/noun;verdwijn/verb	computer/noun;verdwijn/verb;dief/noun	computer/noun;verdwijn/verb;dief/noun	computer/noun;een/det;met/prep	met/prep;computer/noun;een/det	met/prep;computer/noun;een/det	computer/noun	computer/noun	computer/noun	computer/noun;een/det;met/prep;verdwijn/verb	met/prep;computer/noun;verdwijn/verb;een/det	met/prep;computer/noun;verdwijn/verb;een/det	computer/noun;verdwijn/verb	computer/noun;verdwijn/verb	computer/noun;verdwijn/verb	Overpelt/name;aan/prep;computer/noun;de/det;dief/noun;een/det;gsm/noun;in/prep;inbreker/noun;met/prep;ontvreemd/verb;twee/num;verdwijn/verb	twee/num;met/prep;aan/prep;computer/noun;de/det;verdwijn/verb;gsm/noun;dief/noun;een/det	twee/num;met/prep;aan/prep;computer/noun;de/det;verdwijn/verb;gsm/noun;dief/noun;een/det	computer/noun;dief/noun;gsm/noun;inbreker/noun;ontvreemd/verb;verdwijn/verb	computer/noun;verdwijn/verb;gsm/noun;dief/noun	computer/noun;verdwijn/verb;gsm/noun;dief/noun	aan/prep;computer/noun;de/det;een/det;met/prep	met/prep;aan/prep;computer/noun;de/det;een/det	met/prep;aan/prep;computer/noun;de/det;een/det	computer/noun	computer/noun	computer/noun	aan/prep;computer/noun;de/det;een/det;in/prep;met/prep;verdwijn/verb	met/prep;aan/prep;computer/noun;de/det;verdwijn/verb;een/det	met/prep;aan/prep;computer/noun;de/det;verdwijn/verb;een/det	computer/noun;verdwijn/verb	computer/noun;verdwijn/verb	computer/noun;verdwijn/verb
monitor/noun/de_standaard_20010403_01_72/839	BE	2001-04-03	de_standaard	3	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	2.0	3	3.0	3.0	3	3.0	3.0	10	5.0	5.0	5	3.0	3.0	3	3.0	3.0	2	2.0	2.0	5	5.0	5.0	3	3.0	3.0	18	7	7	9	3.0	3.0	5	3	3	3	2.0	2.0	8	5	5	5	3.0	3.0	door/prep;oefening/noun;opgeleid/adj	opgeleid/adj;door/prep;oefening/noun	opgeleid/adj;door/prep;oefening/noun	begeleid/adj;door/prep;oefening/noun;opgeleid/adj;van/prep	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	begeleid/adj;door/prep;oefening/noun;opgeleid/adj;van/prep	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	door/prep;opgeleid/adj	opgeleid/adj;door/prep	opgeleid/adj;door/prep	door/prep;oefening/noun;opgeleid/adj	opgeleid/adj;door/prep;oefening/noun	opgeleid/adj;door/prep;oefening/noun	door/prep;oefening/noun;opgeleid/adj	opgeleid/adj;door/prep;oefening/noun	opgeleid/adj;door/prep;oefening/noun	12/num;begeleid/adj;door/prep;jaar/noun;oefening/noun;opgeleid/adj;spreek/verb;tot/prep;van/prep;wij/pron	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	begeleid/adj;jaar/noun;oefening/noun;opgeleid/adj;spreek/verb	opgeleid/adj;oefening/noun;begeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj	door/prep;oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun;door/prep	opgeleid/adj;oefening/noun;door/prep	oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun	opgeleid/adj;oefening/noun	begeleid/adj;door/prep;oefening/noun;opgeleid/adj;van/prep	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	begeleid/adj;oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj	12/num;begeleid/adj;competitie/noun;dat/det;door/prep;dus/adv;geen/det;jaar/noun;mag/verb;oefening/noun;opgeleid/adj;spreek/verb;tot/prep;twaalf/num;van/prep;vanaf/prep;wel/adv;wij/pron	opgeleid/adj;oefening/noun;twaalf/num;door/prep;van/prep;begeleid/adj;vanaf/prep	opgeleid/adj;oefening/noun;twaalf/num;door/prep;van/prep;begeleid/adj;vanaf/prep	begeleid/adj;competitie/noun;dus/adv;jaar/noun;mag/verb;oefening/noun;opgeleid/adj;spreek/verb;wel/adv	opgeleid/adj;oefening/noun;begeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj	competitie/noun;door/prep;geen/det;oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun;door/prep	opgeleid/adj;oefening/noun;door/prep	competitie/noun;oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun	opgeleid/adj;oefening/noun	begeleid/adj;competitie/noun;door/prep;dus/adv;geen/det;oefening/noun;opgeleid/adj;van/prep	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	opgeleid/adj;oefening/noun;door/prep;van/prep;begeleid/adj	begeleid/adj;competitie/noun;dus/adv;oefening/noun;opgeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj	opgeleid/adj;oefening/noun;begeleid/adj
monitor/noun/het_laatste_nieuws_20010312_01_445/74	BE	2001-03-12	het_laatste_nieuws	3	3.0	3.0	8.0	4.0	4.0	8.0	4.0	4.0	2.0	2.0	2.0	3	3.0	3.0	3	3.0	3.0	15	8.0	8.0	7	4.0	4.0	6	4.0	4.0	2	1.0	1.0	9	4.0	4.0	3	1.0	1.0	15	8	8	7	4.0	4.0	6	4	4	2	1.0	1.0	9	4	4	3	1.0	1.0	de/det;op/prep;zie/verb	op/prep;de/det;zie/verb	op/prep;de/det;zie/verb	de/det;ik/pron;in/prep;man/noun;op/prep;plots/adj;toen/comp;zie/verb	zie/verb;plots/adj;op/prep;de/det	zie/verb;plots/adj;op/prep;de/det	de/det;ik/pron;in/prep;man/noun;op/prep;plots/adj;toen/comp;zie/verb	zie/verb;plots/adj;op/prep;de/det	zie/verb;plots/adj;op/prep;de/det	de/det;op/prep	op/prep;de/det	op/prep;de/det	de/det;op/prep;zie/verb	op/prep;de/det;zie/verb	op/prep;de/det;zie/verb	de/det;op/prep;zie/verb	op/prep;de/det;zie/verb	op/prep;de/det;zie/verb	achterin/pp;de/det;ik/pron;in/prep;man/noun;op/prep;opticien/noun;plots/adj;toen/comp;twee/num;vertel/verb;we/pron;winkel/noun;zie/verb;zit/verb	twee/num;vertel/verb;zit/verb;zie/verb;plots/adj;op/prep;de/det;we/pron	twee/num;vertel/verb;zit/verb;zie/verb;plots/adj;op/prep;de/det;we/pron	man/noun;opticien/noun;plots/adj;vertel/verb;winkel/noun;zie/verb;zit/verb	vertel/verb;zit/verb;zie/verb;plots/adj	vertel/verb;zit/verb;zie/verb;plots/adj	de/det;in/prep;man/noun;op/prep;plots/adj;twee/num	twee/num;plots/adj;op/prep;de/det	twee/num;plots/adj;op/prep;de/det	man/noun;plots/adj	plots/adj	plots/adj	de/det;ik/pron;in/prep;man/noun;op/prep;plots/adj;toen/comp;twee/num;winkel/noun	twee/num;plots/adj;op/prep;de/det	twee/num;plots/adj;op/prep;de/det	man/noun;plots/adj;winkel/noun	plots/adj	plots/adj	achterin/pp;de/det;ik/pron;in/prep;man/noun;op/prep;opticien/noun;plots/adj;toen/comp;twee/num;vertel/verb;we/pron;winkel/noun;zie/verb;zit/verb	twee/num;vertel/verb;zit/verb;zie/verb;plots/adj;op/prep;de/det;we/pron	twee/num;vertel/verb;zit/verb;zie/verb;plots/adj;op/prep;de/det;we/pron	man/noun;opticien/noun;plots/adj;vertel/verb;winkel/noun;zie/verb;zit/verb	vertel/verb;zit/verb;zie/verb;plots/adj	vertel/verb;zit/verb;zie/verb;plots/adj	de/det;in/prep;man/noun;op/prep;plots/adj;twee/num	twee/num;plots/adj;op/prep;de/det	twee/num;plots/adj;op/prep;de/det	man/noun;plots/adj	plots/adj	plots/adj	de/det;ik/pron;in/prep;man/noun;op/prep;plots/adj;toen/comp;twee/num;winkel/noun	twee/num;plots/adj;op/prep;de/det	twee/num;plots/adj;op/prep;de/det	man/noun;plots/adj;winkel/noun	plots/adj	plots/adj
monitor/noun/het_laatste_nieuws_20030719_01_317/62	BE	2003-07-19	het_laatste_nieuws	9	5.0	5.0	16.0	9.0	9.0	16.0	9.0	9.0	2.0	1.0	1.0	2	1.0	1.0	5	3.0	3.0	15	9.0	9.0	10	5.0	5.0	6	5.0	5.0	4	3.0	3.0	9	8.0	8.0	6	5.0	5.0	18	12	12	12	7.0	7.0	6	5	5	4	3.0	3.0	9	8	8	6	5.0	5.0	dag/noun;elk/adv;er/adv;ga/verb;gewapend/adj;met/prep;te/fixed;vel_DIM/noun;zoals/comp	met/prep;zoals/comp;er/adv;gewapend/adj;dag/noun	met/prep;zoals/comp;er/adv;gewapend/adj;dag/noun	dag/noun;de/det;elk/adv;er/adv;fles/noun;ga/verb;gewapend/adj;heel/adj;lijf/fixed;met/prep;net/adv;te/fixed;teer/adj;vel_DIM/noun;vertel/verb;zoals/comp	fles/noun;dag/noun;vertel/verb;met/prep;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	fles/noun;dag/noun;vertel/verb;met/prep;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	dag/noun;de/det;elk/adv;er/adv;fles/noun;ga/verb;gewapend/adj;heel/adj;lijf/fixed;met/prep;net/adv;te/fixed;teer/adj;vel_DIM/noun;vertel/verb;zoals/comp	fles/noun;dag/noun;vertel/verb;met/prep;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	fles/noun;dag/noun;vertel/verb;met/prep;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	ga/verb;gewapend/adj	gewapend/adj	gewapend/adj	ga/verb;gewapend/adj	gewapend/adj	gewapend/adj	dag/noun;er/adv;ga/verb;gewapend/adj;vel_DIM/noun	er/adv;gewapend/adj;dag/noun	er/adv;gewapend/adj;dag/noun	dag/noun;de/det;elk/adv;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;lijf/fixed;met/prep;net/adv;te/fixed;teer/adj;vel_DIM/noun;zoals/comp	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj;lijf/fixed	dag/noun;elk/adv;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;net/adv;teer/adj;vel_DIM/noun	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj	dag/noun;de/det;gewapend/adj;groot/adj;heel/adj;met/prep	dag/noun;met/prep;groot/adj;de/det;gewapend/adj	dag/noun;met/prep;groot/adj;de/det;gewapend/adj	dag/noun;gewapend/adj;groot/adj;heel/adj	gewapend/adj;groot/adj;dag/noun	gewapend/adj;groot/adj;dag/noun	dag/noun;de/det;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;met/prep;zoals/comp	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj	dag/noun;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj	activiteit/noun;dag/noun;de/det;een/det;elk/adv;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;heus/adj;lijf/fixed;met/prep;net/adv;te/fixed;teer/adj;vel_DIM/noun;zoals/comp	fles/noun;dag/noun;met/prep;activiteit/noun;groot/adj;zoals/comp;de/det;er/adv;een/det;gewapend/adj;heus/adj;lijf/fixed	fles/noun;dag/noun;met/prep;activiteit/noun;groot/adj;zoals/comp;de/det;er/adv;een/det;gewapend/adj;heus/adj;lijf/fixed	activiteit/noun;dag/noun;elk/adv;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;heus/adj;net/adv;teer/adj;vel_DIM/noun	fles/noun;dag/noun;activiteit/noun;groot/adj;er/adv;gewapend/adj;heus/adj	fles/noun;dag/noun;activiteit/noun;groot/adj;er/adv;gewapend/adj;heus/adj	dag/noun;de/det;gewapend/adj;groot/adj;heel/adj;met/prep	dag/noun;met/prep;groot/adj;de/det;gewapend/adj	dag/noun;met/prep;groot/adj;de/det;gewapend/adj	dag/noun;gewapend/adj;groot/adj;heel/adj	gewapend/adj;groot/adj;dag/noun	gewapend/adj;groot/adj;dag/noun	dag/noun;de/det;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj;met/prep;zoals/comp	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj	fles/noun;dag/noun;met/prep;groot/adj;zoals/comp;de/det;er/adv;gewapend/adj	dag/noun;er/adv;fles/noun;gewapend/adj;groot/adj;heel/adj	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj	fles/noun;dag/noun;groot/adj;er/adv;gewapend/adj
monitor/noun/het_nieuwsblad_19990807_01_373/57	BE	1999-08-07	het_nieuwsblad	3	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	2.0	3	3.0	3.0	3	3.0	3.0	12	10.0	10.0	7	6.0	6.0	5	5.0	5.0	3	3.0	3.0	8	8.0	8.0	5	5.0	5.0	12	10	10	7	6.0	6.0	5	5	5	3	3.0	3.0	8	8	8	5	5.0	5.0	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep;en/vg	begeleiding/noun;door/prep;bevoegd/adj;en/vg	begeleiding/noun;door/prep;bevoegd/adj;en/vg	begeleiding/noun;bevoegd/adj;door/prep;en/vg	begeleiding/noun;door/prep;bevoegd/adj;en/vg	begeleiding/noun;door/prep;bevoegd/adj;en/vg	bevoegd/adj;door/prep	bevoegd/adj;door/prep	bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;door/prep	begeleiding/noun;bevoegd/adj;de/det;door/prep;en/vg;gebruik/noun;het/det;les_gever/noun;toegang/noun;van/prep;verzekering/noun;zwembad/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;de/det;gebruik/noun;zwembad/noun;en/vg;les_gever/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;de/det;gebruik/noun;zwembad/noun;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;gebruik/noun;les_gever/noun;toegang/noun;verzekering/noun;zwembad/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;zwembad/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;zwembad/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;door/prep;en/vg;les_gever/noun	begeleiding/noun;door/prep;bevoegd/adj;en/vg;les_gever/noun	begeleiding/noun;door/prep;bevoegd/adj;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;door/prep;en/vg;gebruik/noun;les_gever/noun;van/prep;verzekering/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;gebruik/noun;en/vg;les_gever/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;gebruik/noun;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;gebruik/noun;les_gever/noun;verzekering/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;de/det;door/prep;en/vg;gebruik/noun;het/det;les_gever/noun;toegang/noun;van/prep;verzekering/noun;zwembad/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;de/det;gebruik/noun;zwembad/noun;en/vg;les_gever/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;de/det;gebruik/noun;zwembad/noun;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;gebruik/noun;les_gever/noun;toegang/noun;verzekering/noun;zwembad/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;zwembad/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;zwembad/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;door/prep;en/vg;les_gever/noun	begeleiding/noun;door/prep;bevoegd/adj;en/vg;les_gever/noun	begeleiding/noun;door/prep;bevoegd/adj;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;les_gever/noun	begeleiding/noun;bevoegd/adj;door/prep;en/vg;gebruik/noun;les_gever/noun;van/prep;verzekering/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;gebruik/noun;en/vg;les_gever/noun	begeleiding/noun;door/prep;van/prep;bevoegd/adj;verzekering/noun;gebruik/noun;en/vg;les_gever/noun	begeleiding/noun;bevoegd/adj;gebruik/noun;les_gever/noun;verzekering/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;les_gever/noun	begeleiding/noun;bevoegd/adj;verzekering/noun;gebruik/noun;les_gever/noun
